sentiment,message,tweetid
0,this #world makes me  ... #jesus makes me #happy... john 16:33 #word #truth #faith #peace芒聙娄 ,32011
1,foods for #healing your body!!    #doplants! #healthy is  !! ,32012
2,enjoying the sunshine! god is good. #orlando #sunshinestate #goodlife #bosslady #joy  芒聙娄 ,32013
-1,@user    father's to my idol #prg#,32014
0,@user is there any reason for why the maintainers of the android do not provide more clear and basic code examples in their docs?  ,32015
1,have a nice luxuryweek!!贸戮聰聴贸戮聰聴 #monday #neweek #luxuryweek #bestday #staypositive   #fun #goodmoments #lifestyle... ,32016
2,cause me and @user get to live together for a whole week!   #cantwaittocook 冒聼聵聛冒聼聵聜,32017
-1,@user @user @user @user #throw back thursday  bih day 2 my bro@user chege,32018
0,i am thankful for fun. #thankful #positive     ,32019
1,i saw she's craying coz her baby so hard to breath     strong yeah baby god with芒聙娄 (at kaika medical center) 芒聙聰 ,32020
2,so this happened!   #baby #duedec2016 ,32021
-1,let's do this thing!   #euro2016 ,32022
0,it's time!! 冒聼聶聫冒聼聫录冒聼聭聫冒聼聫录冒聼聭聫冒聼聫录芒職陆茂赂聫芒職陆茂赂聫 #euro2016 #onemonth #24teams #onewinner #football #internationals   #10thjune-10thjuly,32023
1,#model   i love u take with u all the time in ur冒聼聯卤!!! 冒聼聵聶冒聼聵聨冒聼聭聞冒聼聭聟冒聼聮娄冒聼聮娄冒聼聮娄  ,32024
2,can #lighttherapy help with #sad or #depression?    #altwaystoheal  #healthy is   !! ,32025
-1,have a very good sunday everyone 冒聼聵聙冒聼聧聙冒聼聡芦冒聼聡路芒職陆茂赂聫冒聼聫聠 #sunday #morning   #smile #picoftheday芒聙娄 ,32026
0,"my cousins are asking why do i always where shawl...di ko lang masabi, 'coz po i'm getting fat and my braso is getting bigger!!!   #baboy",32027
1,"i #believe r #willingness 2 #try 2 #understand, 2 #encourage &amp; 2 #inspire others 2 b   &amp; #grow is a #greater #spiritual #purpose #grok",32028
2,time for a pint before seeing coldplay in wembleyyyy 冒聼聵鲁冒聼聵聧冒聼聨聣   #coldplay #wembleystadium芒聙娄 ,32029
-1,current mood.  #goodnight #happilyeverafter #disney #quotes   #blessed #thankful #grateful芒聙娄 ,32030
0,chioma and noble igwe's special day #chobs16 #chobs2016 @user #landmark_centre @user   ,32031
1,cant believe i left school 5 years ago and now in 8 weeks time ill be teaching my own classes! #drama#teacher #gettingold,32032
2,"lipo-light helped shape her, and it can help shape you. learn more @user #loseinches #burnfat #result   ",32033
-1,ahhh!! leaving for @user tomorrow!!冒聼聵聧冒聼聶聦冒聼聫录冒聼聵颅冒聼聮聲 @user #eforest2016 #electricforest #plur  ,32034
0,"blessed to hear morning chorus, good morning the people.   friday冒聼聵聞冒聼聵聞",32035
1,"aunti mi, where do you find this hilarious posts?  is nigeria not in enough trouble? ",32036
2, @user 6 chapters left of my book &amp; then it's nearly complete #kruella #adaughterstale it will be a hard read #emotional #funny芒聙娄,32037
-1, @user thrilled to be working with @user over the coming months - more announcements very soon #2faceddancecompany ,32038
0,"trying out another way to make #sourdough #bread, this one may be underproofed   #failed #baking ",32039
1,cool old door with window only $50.00 from vendor 509!! #shoplocal #shopalyssas #fathersday   ,32040
2,  #fathersday #fatherday from @user team! ,32041
-1,   greatbritain: all eyes on the skies as rafredarrows fly past the mall to say  芒聙娄 ,32042
0," @user 8000 followers...we are blessed by all of you ,and love everyone that suppos us ...thx very much and   fishing and f芒聙娄",32043
1,@user .@user @user @user @user &lt;--- no more feeding at the public trough piggy. #michelleobama芒聙娄 ,32044
2,website is live #avon # makeup # fresh # look   ,32045
-1,and the forecast looks good for the weather all across #bolton ! ,32046
0, @user happy shooting冒聼聭漏芒聙聧芒聺陇茂赂聫芒聙聧冒聼聮聥芒聙聧冒聼聭漏冒聼聦路 love monica冒聼聮聯冒聼聦聢  #sweet #magazine #thanku #love   ,32047
1,happy father's day 冒聼聵聧冒聼聵聧冒聼聵聧   #fathers #day fathersday #dad #ilovemydad #ilovemyfather #love ,32048
2,stardivarius:    friday : new history and new outfit post 聽 #fashion #look  #friendsfl芒聙娄 ,32049
-1, @user final countdown to the official us publication on june 1st   #whyfontsmatter #usa #typography #font #book ,32050
0,so happy that d trusted me to be the first to know芒聺陇冒聼聭露   #lovelovelovebabies,32051
1,interview feat grandmaster flash - ze lovely message 芒聶芦芒聶陋芒聶芦芒聶芦芒聵潞芒聵潞 #nurap #nudisco #music #paris   芒聶芦芒聶陋芒聶芦  via @user,32052
2,i'm getting more hours at work for my training. i'm so   ,32053
-1,life right now is amazing冒聼聭聦  #successful #positive,32054
0,if social media is your reality you should really get out more. viual acceptance seems to really be a thing.   #s ocialmedia,32055
1,@user 冒聼聮陋 sevens tomorrow冒聼聮陋 #southwestseason 冒聼聬聺final冒聼聬聺against @user next week  plus scrim with @user  #wearebusy  ,32056
2,"@user @user @user @user @user your ignorant &amp; ill informed tweets r silly, childish &amp; one dimensional  ",32057
-1,great to see you! look forward to welcoming you to digme   ,32058
0,jackblair - na: #horny #hot #naughty #nasty   #slut #young #shy #wet #nude #xxx #sexy #porn #kinky #snapshot ,32059
1,"@user @user did u take both of them and pour them into one big cup, or what? no drink delivered.  ",32060
2,冒聼聵聤冒聼聵聝冒聼聵聧冒聼聵聵芒聺陇茂赂聫冒聼聮聶冒聼聭聧冒聼聫禄 happy father's day dad hope u have a great day love u 冒聼聵聤冒聼聵聝冒聼聵聧冒聼聵聵芒聺陇茂赂聫冒聼聮聶冒聼聭聧冒聼聫禄  fathersday  #loveyou ,32061
-1,i have been working on my anatomy studyguide since 5 pm and i am still not done   #isuck #plspassme,32062
0,worry not.   #daydream #sunlight #thunder #miss #dreams   #distance #silence #pain #sweet芒聙娄 ,32063
1,@user getting ready for kubamba  fathers day kambua noel gg moh be blessed,32064
2,"ya know guys, i was feeling stressed out after the donut thing. i just feel so happy when i know 96 followers are sticking with me.  ",32065
-1,pa 2 #氓聢露忙聹聧茫聜聠茫聛芦茫聛掳 #茫聜禄茫聝录茫聝漏茫聝录忙聹聧 #茫聝芦茫聝录茫聜潞茫聜陆茫聝聝茫聜炉茫聜鹿 #茫聝聞茫聜陇茫聝鲁茫聝聠茫聝录茫聝芦 #jk #茫聜庐茫聝拢茫聝芦 #茫聝聼茫聝聥茫聜陋茫聝鲁 #氓聠聶莽聹聼 #茫聝聴茫聝陋   #fun #memory #bff冒聼聭颅 #love芒聙娄 ,32066
0,electronic music from #bogota #colombia  #puntohost #cedm #edm #dj #fashion #music   ,32067
1,back for some people! #missingperson #havingfunalone #lonely   冒聼聵聫 #hothl 冒聼聰楼冒聼聭聭冒聼聮聥 ,32068
2,l o v e   #sky #photoofday #moments #cool #instaphoto  #paradise    #good  #mexico芒聙娄 ,32069
-1,happy saturday tune (*^_^*) #music #saturday   #edm ,32070
0,many of my @user alum friends are waking up shocked to hear of the death of scsu president. #shocked   ,32071
1,@user i'm disappointed in yesterday's argument. i wasn't even baselessly accused of living in my mothers basement. #weak   #bad,32072
2,hey @user - a $14000 ivanka bracelet? do you feel good profiting from #xenophobia? #misogyny? #hatred? ? #grabyourwallet,32073
-1,she was just loving him and he just saw her as a temporary setup.  ,32074
0,happy euro 2016 eve #euro2016   冒聼聵聧冒聼聵聧冒聼聮陋冒聼聫陆冒聼聮陋冒聼聫陆,32075
1, @user only 741 retweets in over half a day   that's because gun owners like my hubby &amp; me don't respect your fanaticism ,32076
2,colourpop !!! 冒聼聵聧冒聼聵聧冒聼聵聧冒聼聵聧   ,32077
-1,"#palladino : ""i'll say what脗聽i脗聽feel like saying.芒聙聺 #gopathetic #lookwhatyoudid #politics   #madcow  ",32078
0,save $$ no logins x brokers   #me #change #memes #love   #education #university ,32079
1, @user fursuit fucking   hardcore 2008  ,32080
2,something was obviously really funny 冒聼聭颅 #laugh #girls #smiles  芒聙娄 ,32081
-1,#fbf to when it was all staing!   how far @user has come &amp; #anxious for what芒聙娄 ,32082
0,i am thankful for films. #thankful #positive     ,32083
1,@user @user @user @user on our way to #oambo see you soon!!    #sasocp16 ,32084
2,"@user @user @user   always, always, always somebody else's fault...  #bigot ",32085
-1,i have begun something #new on this page &amp; am super   about it :)  it's daily tarot guidance with a... ,32086
0,this how we turning up today冒聼聮聝冒聼聫陆冒聼聨聣冒聼聮聝冒聼聫陆冒聼聨聣 #whitegirlwasted   #dramafree #armedsecurity芒聙娄 ,32087
1,#qatil poetry   poetry #eid poetry #2 lines sms #eid ghazal #urdu poetry #dard poetry #beutiful #poetry + follow @user send 4o4o4,32088
2,rip to all the victims.   #usa #prayfororlando #terrorism #victims #lgbt #suppo #altogether #pride #stand ,32089
-1,i'm so   and #grateful now that - #affirmations ,32090
0, @user i read in an aicle 4 yrs before that even dhabas on the side of national highways are growing 1/2 acres of ganjas.   芒聙娄,32091
1,drive in to see grease &amp; footloose 芒聵潞茂赂聫冒聼聭芦  ,32092
2,@user  thank you steve!   i don't think it has quite sunk in though!,32093
-1, @user today was a good day! 冒聼聬颅#happiestplaceoneah #disneyland #fun   #walking #sundayfunday芒聙娄 ,32094
0,ltpst 冒聼聵聜冒聼聵聜 and i need vitamin sea 冒聼聦聤冒聼聦聤  #beach #blue #smile   ,32095
1, @user today's me冒聼聭聴冒聼聮聻冒聼聧搂冒聼聦禄冒聼聧聣冒聼聧娄冒聼聭聶  #code #white #summer #love   ,32096
2,#rainbow over wall street   a good way to end training!! #officialrainbowspotter芒聙娄 ,32097
-1,water why?  冒聼聵聜,32098
0,it's going to be a great day! the day itself doesn't have a choice in the matter. #feelinggood   #proud #feelingaccomplished #motivated,32099
1,"@user oh there is tons of stuff its like they won't do it, eah garbage dump  ",32100
2,found this in my vault never posted it 冒聼聵卢 #selfie #throwback #boys #guys #love  芒聙娄 ,32101
-1,happy friday!! #wegotwheels #car #vw #polo #firstcar   #ontheroad #whitepolo #newcar芒聙娄 ,32102
0,@user all together this christmas: pls  &amp; follow @user national day of action on 20 feb against  &amp; the芒聙娄 ,32103
1,you might be a libtard if... #libtard  #sjw #liberal #politics ,32104
2,withasumi冒聼聳聳冒聼聫禄冒聼聮芦冒聼聮聴 #yesterday #shot#disney#disneyland  #enjoy ,32105
-1,@user why is game of thrones s5 no longer on sky box sets? #mad   #help,32106
0, @user straight no chaser -   ( #music video)  ,32107
1,4u nonhockey people. hockeys babe ruth died. gordie howe was beyond myth and legend. hockey has lost mr. hockey.  ,32108
2,"does #linkedin have anything in the works for giving free membership to #canadian, #australian and #british #veterans? #justusvetsatm  ",32109
-1,#michelleobama is looking a bit 'dishevelled...' is she thinking about spending her retirement visiting #obama at a芒聙娄 ,32110
0,out for dinner with my lukey boy 冒聼聵聧冒聼聵聧#lovehim   #holidays #orlando @ clear creek circle芒聙娄 ,32111
1,can't wait to watch @user with everyone at @user this evening!  ,32112
2,"@user hahaha, that's a good point that i just totally skipped over. when you're 14, not a celebrity, and your dad is asking for $,  ",32113
-1,cat is out of the bag...#fruit ninja   #steam #htcvive ,32114
0, @user  -national-german-bestfriend-day maybe? 冒聼聵聜冒聼聵聥冒聼陇聵冒聼聫录 ,32115
1,i am.. really good at cooking..   credit to @user for the mashed potatoes and mac n cheese! ,32116
2,why are all our local mps so   about the #downgrade of our hospital? #savethealex ,32117
-1,pretty much the best advice ever. #hydrated #zerofucksgiven   #friday #sorrynotsorry #live芒聙娄 ,32118
0,#model #alternative #tattoo #piercing   @ olde towne bellevue ,32119
1,i just sent a msg to my aunt in peru and told her to wish my grandpa and uncles a happy father's day but didn't include my dad.  ,32120
2,  day @user  all the best to you!,32121
-1,#people aren't protesting #trump because a #republican won-they do so because trump has fuhered  &amp;芒聙娄 ,32122
0, at work: attorneys for white officer who shot #philandocastile remove black judge from presiding over trial. ,32123
1,phil spencer criticizes sony? of course! what else would you do when you just got slapped in the face by sony's huge 40 million+ dick!  ,32124
2," @user we think sa is pretty great, and we can芒聙聶t wait to show you why #twodaystogo #countdown #shhh   #bringiton",32125
-1,w; @user @user @user and me #cafeexpress #stanupcomedy   #crazy芒聙娄 ,32126
0,@user trump's long history of  explained 1970's thru 2016 #nevermypresident  #theresistance ,32127
1,happy mother's day to ppl.  ,32128
2,my #bff is in #liverpool and i am so   ! first stop @user for a #flatwhite  #coffeelovers #bestfriends ,32129
-1,i love her冒聼聵聧 ,32130
0,so tom hiddleston.... aka..lokie(excuse spelling) is the new #jamesbond   #scaryinthor #bestchoicefornewjb 冒聼聭聦冒聼聭聦冒聼聭聧冒聼聭聧,32131
1,about to watch these movies alone  ,32132
2,one thinks this could be a bit of a punch up 冒聼聵聞 #gameofthrones    ,32133
-1,"""i'm his princess.""  me: i'm no one's princess...sadly.   ",32134
0,cant wait for icon this weekend and can't wait to finally get one of these tatoos   #icon16 ,32135
1,laughing at the fact that all you mfz use this app to talk about what u feel inside for other people to see it haha  ,32136
2,#sterling   attack bull chase: when you leave the lot despite the fact that you're a strong source of fo ,32137
-1,i finally found a way how to delete old tweets! you might find it useful as well:    #deletetweets,32138
0,"@user @user @user never a doubt on my pa,   many #voted for him. sad for #america.",32139
1,if you cut anyone with english dna in half you well find  written inside them.,32140
2, @user vip ciniworld with caz @user  冒聼聵卢   冒聼聮職,32141
-1,seeing war craft in imax 3d 冒聼聵聞 #warcraftmovie   #imax #woohoo ,32142
0,#model   i love u take with u all the time in ur冒聼聯卤!!! 冒聼聵聶冒聼聵聨冒聼聭聞冒聼聭聟冒聼聮娄冒聼聮娄冒聼聮娄  ,32143
1, @user i burnt all the garlic bread #devastated   #:(,32144
2,#model   i love u take with u all the time in ur冒聼聯卤!!! 冒聼聵聶冒聼聵聨冒聼聭聞冒聼聭聟冒聼聮娄冒聼聮娄冒聼聮娄  ,32145
-1,"@user  looked right at the cameraman as she grabbed katie's arm &amp; said ""can i talk to you""   wow, everything you do is for tv?  ",32146
0,"@user @user @user @user @user we held one in march, which was great cpd for everyone 冒聼聭聧冒聼聫陆 ",32147
1,"looking up some african news out of boredem, stumbled upon @user and oh my god, site is racist as fuck against everything  ",32148
2,@user @user dana is devestated that there hasn't been any trouble ,32149
-1,i am gorgeous. #i_am #positive #affirmation     ,32150
0," @user oh, so now he's admitting to having a small staff???  #flipflopper #disgraceful   ",32151
1,because happy! #because   #instagram #instagood #instagram #instapasspo #instadaily芒聙娄 ,32152
2,splashing around 冒聼聮娄冒聼聧聝#dogs #bestdogever #swimming #healthy   #goodvibes #yoga #fitness芒聙娄 ,32153
-1,when people are so old and bored they resolve to bullying others over twitter  ,32154
0, @user it isn't my love... it isn't.... ,32155
1," @user there wasn't so much violence at the last #euro!!  i wonder what happened,  is the brutal side coming back? #euro2016 #footba芒聙娄",32156
2,i messed up my nails  ,32157
-1,can #lighttherapy help with   or #depression?    #altwaystoheal  #healthy is #happy !! ,32158
0,aww yeah it's all good bing bong bing bong   ,32159
1,selfie srelfie! #smile   #me #selfie #followme #f4f #polishgirl #polskadziewczyna ,32160
2,how vera rubin overcame  and invented a whole field of #scientific #study  #diversityinscience #science #steam,32161
-1, @user .@user @user @user @user so sorry to read this after so much pain  ,32162
0, @user draft 1..冒聼聵聜冒聼聵聜 b4 i pick 冒聼聭漏up from uni at liverpool. #recognition   @user @user @user ,32163
1, 芒聠聺 #gbp/usd upside limited around 1.4255/1.4350 芒聙聯 commerzbank   #blog #silver #gold #forex,32164
2,#childrenoftheworld   bull up: you will dominate your bull and you will direct it whatever you want it to do ,32165
-1,"kaya, but no class.   冒聼聮聛冒聼聫陆",32166
0,#model   i love u take with u all the time in ur冒聼聯卤!!! 冒聼聵聶冒聼聵聨冒聼聭聞冒聼聭聟冒聼聮娄冒聼聮娄冒聼聮娄  ,32167
1,#model   i love u take with u all the time in ur冒聼聯卤!!! 冒聼聵聶冒聼聵聨冒聼聭聞冒聼聭聟冒聼聮娄冒聼聮娄冒聼聮娄  ,32168
2,london 冒聼聮聶冒聼聮聶冒聼聮聶   #selfie #smile #love   #photooftheday #picoftheday #london #londonlife @user ,32169
-1,i need some prayer right now. i am not taking my grandmas death well.     #shocked #whyher,32170
0,"@user @user @user no, just seen this gay gorilla mindset nonsense, and him touting dershowitz as ""clean""  !",32171
1, @user think this is going to be the best match i've ever watched   #wedding #oldgirls #auwfc ,32172
2,"@user @user  unfounately, current #gop only see #reagan like this now...  ! ",32173
-1,  #monday instagram #instagrammers #motorspo #photographers #formula1 and @user ,32174
0,great day! little man's tkd grading &amp; a cracking swimming lesson topped off by wales win   #wal,32175
1,"sorry   bear, @user won it this time -  ",32176
2, @user can't wait for #pubcon @user  #bestconference #oct16 #digitalmarketing   #comingsoon ,32177
-1, @user   #monday to u all 冒聼聵聵  #model #boobs #tits #urbex #television #sexy #retweet #tights #pantyhose #desire #touch ,32178
0,"glad to live here冒聼聦聤, my   place 冒聼聮楼 ",32179
1,fam(ily) 冒聼聮聳 .   #fasting #family #likeforlike #like4like #lfl #together #happiness #lovely芒聙娄 ,32180
2,"""starships"" #nickiminaj   #6secondcover #singitfohevine #singersofvine #singing #musician #music ",32181
-1,i am thrilling. #i_am #positive #affirmation     ,32182
0, @user make someone happy today... by minding your own damn business. #life #living #inv #business   #love,32183
1,#paradise   rooster simulation: i want to climb the vast expanse of mountains. it reached the leakage cock w ,32184
2,any #pats2020 students want to snapchat? adrianmcqueen #snapchat #ucumberlands #college  ,32185
-1,client needed to #brainstorm #socialmedia   #altrincham ,32186
0,disney gator attack: 2-year-old boy found dead -   #disney   ,32187
1,the price of a stolen payment-card record has dropped from $25 in 2011 to $6 in 2016. this is why ransomware is on the rise  ,32188
2,just got free slice of cake at fav cafe!   #tgif,32189
-1,@user the box as pictured contains a single inflatable prep-school-boy  sex-doll.  ,32190
0, @user so relaxed   #peaceful 芒聵潞茂赂聫,32191
1, @user first @user for @user with our new customer @user   #paners #drupa2016 hall 10 stand c13/3 ,32192
2,冒聼聰聺 #love #instagood #photooftheday top.tags #tbt #cute #me #beautiful #followme   #follow芒聙娄 ,32193
-1,"it's been a while since the last time i drank hard liquor. now, with officemates!  ",32194
0, @user when older people see this pic their nose remembers the smells. why close down impoant sites like this?   ,32195
1,冒聼聵聰   #socialmedia may 2016 was hottest may on record: nasa  ,32196
2,we're   to say we won't be able to attend @user this year. due to the hotel costs. hope we will be attending it next year tho!!,32197
-1,why is my hea spazzing shipping hahaha   #doctors  ,32198
0,we are nearly ready for the off!!!   #nohamptoncarnival ,32199
1,how many more innocent people have to die while ceain politicians choose to ignore the hate and refuse to even discuss gun control  ,32200
2,it's almost been a week since i saw the strokes i am   ,32201
-1, @user   to sta a #newbook after my visit to the jfk museum! #inspiration ,32202
0,i am intelligent. #i_am #positive #affirmation     ,32203
1,  #heal with the #lawofattraction #loa  !!  #altwaystoheal  #healthy     #wellness !! ,32204
2, :a fatal truck crash on #kigali highway leaves more than 30 people died instantly around kicukiro centre #rwanda ,32205
-1,#macbook   gorilla simulator: you need to do to adapt to the environment. the need to tear the city. materia ,32206
0,#marshmallow time #fire #son   #love ,32207
1," @user i can't believe how much i used to care what people thought of me now i'm just like ""lol fuck u, fuck you and  wtf fuck you芒聙娄",32208
2,be jealous.. i have the best mother 冒聼聵禄冒聼聵禄 芒聙聰 mamatii je t'aime 芒聺陇芒聺陇 #cute #nice   #with #her芒聙娄 ,32209
-1,always amazes me that  comes in unexpected places like local cafe today where me being #irish got it first and then muslims. gutted!,32210
0,his and hers #icedcoffee @user #coffeeblogger #coffee #thecappuccinotraveler  芒聙娄 ,32211
1," @user do you ever get   about #lyme wars? yeah, me too. this helps me. ",32212
2,p5 pupils all ready for their #ymi musical extravaganza!   ,32213
-1,this made me laugh so hard. angry bieber.. #dontknowwhy   #fridayfun @user ,32214
0,grow old along with me; the best is yet to be. 芒聙聰robe browning #wedding   #love ,32215
1, 芒聠聺 #usd/jpy: bulls sit tight below 107 handle - fxstreet   #blog #silver #gold #forex,32216
2,"@user   failed terribly in controlling drugs,must be punished electorally,but it's @user that let it in initially,no? blue冒聼聦聼 #fb",32217
-1, @user @user i never see you in my store anymore! 冒聼聵垄   should have asked for an autograph and said hi all those times i芒聙娄,32218
0,冒聼聮聰冒聼聮聰冒聼聮聰冒聼聵掳 rest in peace christina... #rip #ripchristina #christinagrimmie #love #miss   ,32219
1,"as always when i watch one of the @user races,it inspires me for my training,still got a solid month yet before 1st race. ",32220
2,me see picture of dog today   smile face :) i tweet good now,32221
-1,"when you woke af, but you realize the world around you isn't changing. #sigh   ",32222
0,my love returns芒聺陇茂赂聫冒聼聶聫冒聼聫录冒聼聧鹿冒聼聧聥 #coollime #starbucks #cool #lime #feel #fresh #nice #great #drink  芒聙娄 ,32223
1,it could be worse. #embarrassed #unfounate #traumatized #bitches black lives should matter to other black people.  ,32224
2,冒聼聵聰   #tech how to buy bitcoins with a debit card  ,32225
-1,happy father day to all the fathers out there! #fathersday   #sunday #family,32226
0,i am thankful for freedom of speech. #thankful #positive     ,32227
1,#justinb   gorilla simulator: you need to do to adapt to the environment. the need to tear the city. materia ,32228
2,@user @user it is still fucking bullshit that they are giving  #bigots a platform to spread their vile #hate.  #boy芒聙娄,32229
-1,@user am i girl or boy? :-p @user @user #sissy @user @user  @user @user ,32230
0,bihday flowers!!   #saturday #flower #love @ jes b jewelry studio ,32231
1,@user @user i don't even think he's wearing his dad jeans... ,32232
2,and another nerd friend bans me because of my personal believes. #who'snotopenminded?   #ohwell,32233
-1,@user @user @user it's always about race and religion! that's what's wrong w #america  ,32234
0,sometimes it takes a while to realize how a person really fits in your life.   - a friend - soon to be boss    ,32235
1,back to the day job for shane lowry!    more &gt;&gt; ,32236
2,"  #fathersday to the strongest, most patient, kind and understanding person i know.芒聙娄 ",32237
-1,"not only am i third wheeling at cold stone right now, but i used a buy one get one free coupon on myself.  ",32238
0,"""simply assault"" is equal to spitting on someone. authoritys got the charges all wrong. these guy will walk   ",32239
1,@user can i get a re tweet #marriage #wales  ,32240
2,@user this '93 video - '16 when he referred to sen. warren as pocahontas = a stable pattern of  and ignorance.芒聙娄 ,32241
-1,"it is what it is, but it will be what you make it. meer inspiratie? kijk op  #life   ",32242
0,when the house has been taken over by football -time to get reading @user always with love!   #book ,32243
1, @user at the end of the day you gotta be   for you.,32244
2,cleveland fans look !,32245
-1,i am bubbly. #i_am #positive #affirmation     ,32246
0, @user getting ready to deliver the feature address to a bright-eyed group of youngsters.   #nervous ,32247
1,"my @user smoothie  ""glass is (only) half full""   #comeon ",32248
2,#wednesdaywisdom  make sure you are not ignoring true happiness in your life    ,32249
-1,@user my trust is so broken right now.  ,32250
0,iftar happyhouse 芒聺陇茂赂聫 #bestie #friends #chillin   #iftar #goodtimes @ tgi fridays street芒聙娄 ,32251
1,just realized i look a little cross eyed on my license   #lol,32252
2,going to be a fun week! (10 days for me) #csikraken #construct ,32253
-1,"  #bihday to my sweet little mermaid! time has flown so quickly,  can't believe, in a芒聙娄 ",32254
