sentiment,message,id
0,"NASA said Monday that NASA astronaut Mark Vande Hei will return from the ISS later this month aboard a Russian Soyuz spacecraft as previously planned. The space agency sought to reaffirm Monday that it's still working closely with Russian space agency Rocosmos on the International Space Station, despite mounting geopolitical tensions.",3029
-1,"Pete Davidson will become the latest celebrity to fly to space with Jeff Bezos' rocket company, Blue Origin, in a brief, suborbital flight slated for later this month.",3030
2,"India has seen a massive boom in cryptocurrency trading since the start of the pandemic, even though authorities in Asia's third largest economy have for years expressed concerns about digital currencies, and even flirted with a ban. ",3031
1,"India is planning to launch a digital version of the rupee, becoming the latest country to join the rush to create state-backed virtual currencies. ",3032
0,"As Covid-19 wreaked havoc around the world last year, the 39-year-old son of an Indian billionaire was laying the groundwork for a plan he hoped would eventually end the pandemic.",3033
-1,"More than two decades ago, India began its transformation into a global IT powerhouse, ushering in an era of wealth and job creation never before seen in the country. ",3034
2,"It was a year of IPOs for India, with over $15 billion raised. It saw unicorns approach public markets for the first time, with IPOs from Zomato & Nykaa. It also saw one of the biggest debut day flops in history, with Paytm receiving a big thumbs down on listing day.",3035
1,Far-reaching global sanctions against Russia for its invasion of Ukraine are affecting the global supply of a precious commodity --  the diamonds used in jewelry. ,3036
0,"Ukraine's two leading suppliers of neon, which produce about half the world's supply of the key ingredient for making chips, have halted their operations as Moscow has sharpened its attack on the country, threatening to raise prices and aggravate the semiconductor shortage.",3037
-1,"Nickel prices have soared to all-time highs in the wake of Russia's invasion of Ukraine, threatening the global transition to electric vehicles. ",3038
2,"Russia's attack on Ukraine is causing wheat prices to spike, exacerbating already high food prices. ",3039
1,Svein Tore Holsether says the world is careening toward a food crisis that could affect millions of people.,3040
0,"A Finnish startup has developed a mobile app, Whim, to fix urban congestion and reduce pollution. ",3041
-1,Seatrec and Bedrock Ocean Exploration are two startups taking electric robots to new depths in an attempt to map the ocean floor.,3042
2,Two weeks after the United Kingdom dropped its last remaining Covid-19 mitigation measure -- a requirement that people who test positive for the virus isolate for five days -- the country is seeing cases and hospitalizations climb once again.  ,3043
1,"Things seem to be looking up as the US crosses into year three of the Covid-19 pandemic. Vaccines still do a good job of keeping people alive and out of the hospital. There's increasing access to tests and treatments. The numbers of cases, hospitalizations and deaths are heading in the right direction.",3044
0,"Pfizer is also hoping to make a vaccine that will protect against all variants. ""If we are able to achieve that, then I think it is very easy to follow and remember so that we can go back to really the way (we) used to live,"" th CEO told CBS on Sunday. 
",3045
-1,"As we reach the second anniversary of the World Health Organization acknowledging Covid-19 as a pandemic on March 11, 2020, we appear to be standing on the edge of the endemic phase of this global health crisis. For many, that's the moment when we hope we can get back to our regular lives.   ",3046
2,"Just 2% of the United States population -- about 7 million people -- lives in a county where the US Centers for Disease Control and Prevention still recommends universal indoor masking, according to the latest Covid-19 community level data.",3047
1,"The storyline of ""The Gilded Age"" begins less than 20 years after slavery was abolished in the US, and so the creative forces behind the historical series would have been well within their rights to feature a Black family struggling post Reconstruction.",3048
0,A Florida judge on Monday blocked the release of certain records related to the death investigation of actor and comedian Bob Saget. ,3049
-1,"Director Jane Campion has apologized to tennis stars Venus and Serena Williams, calling a comment she made during her acceptance speech at Sunday night's Critics Choice Awards ""thoughtless."" ",3050
2,The Rolling Stones are still rocking hard.,3051
1,"""Never go against the family.""",3052
0,"Following what he calls a ""heart incident,"" actor Bob Odenkirk is looking to another famous Bob for a new way to live.",3053
-1,"Parton said Monday she was taking herself of the running for the Rock & Roll Hall of Fame's 2022 class, saying she didn't feel she'd ""earned that right."" ",3054
2,"Two years after his second project, the critically acclaimed ""Care For Me,"" rapper Saba was ready to release his third full-length album -- but the pandemic changed his plans and resulted in taking a more creative approach.",3055
1,"William Hurt, the Oscar-winning star of ""Kiss of the Spider Woman,"" ""The Big Chill"" and ""Broadcast News,"" has died, his son, Will, told The Hollywood Reporter. ",3056
0,Adele went home and recorded another concert special. ,3057
-1,"""Ted Lasso"" and ""The Power of the Dog"" were big winners at the 27th Annual Critics Choice Awards on Sunday.",3058
2,The 75th British Academy of Film Awards were presented Sunday.,3059
1,Hailey Bieber said she was hospitalized for experiencing "stroke like symptoms" earlier this week.,3060
0,"Singer Traci Braxton, who appeared on the reality series ""Braxton Family Values"" with her sisters, including Grammy-winner Toni, died Saturday at 50, her family said.",3061
-1,"By normalizing -- and even celebrating -- one of life's most awkward phases, ""Turning Red"" does something not often seen on film and television, especially media aimed at kids.",3062
2,"Reuniting star-producer Ryan Reynolds and director Shawn Levy after their winning collaboration on ""Free Guy,"" ""The Adam Project"" has the generic feel of a project created by committee, combining action, humor and smart-alecky one-liners in a way that's at best aggressively okay. That's probably enough for Netflix coming off a success with Reynolds in ""Red Notice,"" but like the film's plot, this amounts to rehashing history.",3063
1,"Actor Jussie Smollett is headed to jail for lying to police and orchestrating a hate crime hoax, but with his legal proceedings largely over, the questions now turn to the former ""Empire"" star's future in Hollywood.",3064
0,"Samuel L. Jackson plays the title character in ""The Last Days of Ptolemy Grey,"" a man with dementia who has his memory restored long enough to try and solve the mysterious death of a loved one. The limited Apple TV+ series is based on a novel by Walter Mosley.",3065
-1,Alicia Keys' hit song "Girl on Fire" is taking its message of female empowerment to a new audience.,3066
2,"Obi-Wan Kenobi is coming to streaming, as practically anyone with an internet connection knows by now. But is that the ideal venue for a project based on a beloved original ""Star Wars"" character? And while he might insist ""It's not my fault!,"" how much of the blame goes to Han Solo?",3067
1,"Alec Baldwin's says in a legal filing Friday that Halyna Hutchins, the cinematographer on the set of ""Rust,"" told him to cock the gun that ultimately fired a live round of ammunition, resulting in her death.",3068
0,"Singer Grimes and Tesla and SpaceX CEO Elon Musk have welcomed their second child together, a daughter named Exa Dark Sideræl Musk. ",3069
-1,A video of Kim Kardashian speaking about working women is receiving some backlash.,3070
2,"In Batman lore, the police summon the hero by projecting a magnified Bat-signal across the night sky. That's a fitting metaphor for the character's much-debated history in movies, which has cast an unusually large shadow thanks to fans convinced, in their minds, precisely how the Dark Knight should be depicted.",3071
1,"Pixar has a knack for coming-of-age tales, but few that mix the touching and adorable much better than ""Turning Red,"" a bright and appealing animated movie somewhat surprisingly headed directly to Disney+. ",3072
0,"The equivalent of missing what should be an easy layup, ""Winning Time: The Rise of the Lakers Dynasty"" stumbles on the road to greatness, undermining can't-miss subject matter for basketball fans with an uneven, at times farcical tone. Although '80s-style excess clearly accounts for much of the sizzle, this exercise feels like a no-look pass that skips out of bounds.",3073
-1,"""Lucy and Desi"" puts a big heart around Lucille Ball and Desi Arnaz, not only as the beloved stars of ""I Love Lucy"" and one of Hollywood's great power couples, but as TV pioneers. Drawing upon personal recordings and home videos, director Amy Poehler has served up a warm valentine that leans into celebrating their lives and away from the tabloid fodder.",3074
2,"While some Oscar-nominated movies are still playing in theaters, odds are if you want to catch up on the nominees, you'll be going to Streaming Land. Here's a guide.",3075
1,"The Oscars are about honoring the year's best movies, but they're also a TV show, devoted to attracting an audience that will benefit host network ABC and promote the movie business. And after record-low ratings in 2021, the old adage about the Lord helping those who help themselves comes to mind.",3076
0,Cameron Smith claimed the PGA Tour's biggest payout on Monday after winning the Players Championship. ,3077
-1,Karl-Anthony Towns recorded the highest individual point tally in the NBA this season on what was a historic evening for scoring in the league. ,3078
2,"The NBA has fined the Brooklyn Nets organization $50,000 for allowing Kyrie Irving into the team's locker room on Sunday.",3079
1,"Lewis Hamilton -- seven-time world champion in Formula One -- said that he is going to change his name, incorporating his mother's surname, Larbalestier, to honor her.",3080
0,"When Jonathan Franks first heard that the American basketball star Brittney Griner had been detained in Russia, his initial sense was one of disbelief.",3081
-1,"Even by Paris Saint-Germain's standards, the past week has been an eventful one.",3082
2,"New York Mets first baseman Pete Alonso expressed his thankfulness to be alive after he said he survived a rollover vehicle accident in Tampa, Florida, on Sunday. ",3083
1,"If you watch Shane Lowry play golf, he's sure to eventually make you get out of your seat. ",3084
0,"For almost 20 years, Roman Abramovich rocketed Chelsea from a club on the periphery of the elite to a global football superpower, but Russia's invasion of Ukraine has resulted in his reign coming to an abrupt end.",3085
-1,"As Russia continues its invasion of Ukraine, the grim reality of war has taken center stage, with more than two million Ukrainians fleeing the country and hundreds dead, according to the UN.",3086
2,"Ukrainian boxers Oleksandr Usyk and Vasiliy Lomachenko are childhood friends. They grew up dreaming of fighting their way to fame and glory, and together they conquered the world with their fists.",3087
1,"Manchester United superstar Cristiano Ronaldo scored his 806th career goal in Old Trafford on Saturday, breaking FIFA's all-time record for most goals in competitive matches in men's football history.",3088
0,"Whether it was his bleach blonde hair or his devastating spin bowling which had batters quivering and quaking, Shane Warne did things his own way. ",3089
-1,"Widely considered to be the GOAT of women's tennis, 23-time grand slam champion Serena Williams says she's still aiming to beat Margaret Court's record of 24.",3090
2,Harold Varner III's rise through golf has been a steady one. ,3091
1,"You should never meet your idols, so the adage goes. But what if fate not only brings you together, but also places you in direct competition on one of the world's biggest sporting stages?",3092
0,"Nelly Korda, the world No. 2 in women's golf, is receiving treatment for a blood clot. ",3093
-1,The Players Championship is set for its latest finish in at least 17 years after a powerful storm delayed the PGA Tour event for a second successive day in Florida.,3094
2,England's Tommy Fleetwood and American Tom Hoge finished Thursday with an early share of the Players Championship lead after a weather-disrupted opening day. ,3095
1,"Andriy Yarmolenko sank to his knees and buried his face in his hands, overcome with emotion after scoring the opening goal in West Ham's 2-1 Premier League win over Aston Villa.",3096
0,"After one of the most tumultuous weeks in the history of the club, the drama continued for Chelsea on their return home Sunday.",3097
-1,"With sirens blaring and explosions in the distance, it suddenly dawned on a fearful 20-year-old soccer player that he was in the middle of a warzone.",3098
2,"A smiling, smitten Nick Kyrgios said he has never felt better following his first round win at Indian Wells - and made it clear girlfriend Costeen Hatzi is a big reason why he feels he has come of age.",3099
1,Andy Murray has pledged to donate the remainder of his 2022 season's prize money to help children in Ukraine.,3100
0,"Novak Djokovic was featured in the men's singles draw as the No. 2 seed at Indian Wells, but he said Wednesday he won't be playing in the tournament due to his unvaccinated status.",3101
-1,"Tom Brady's 'final' career touchdown ball has sold for $518,000 at auction, according to the auction site Lelands.",3102
2,"Tom Brady will return to the Tampa Bay Buccaneers next season, the seven-time Super Bowl winner announced Sunday.",3103
1,"Kansas City Chiefs quarterback Patrick Mahomes and his longtime girlfriend, Brittany Matthews, have tied the knot in Hawaii, according to posts on the couple's Instagram accounts.",3104
0,Seven-times world champion Lewis Hamilton played down his chances of starting the Formula One season with a win and said on Saturday his Mercedes lacked a 'considerable amount' of pace.,3105
-1,Russian driver Nikita Mazepin hit back at the US-owned Haas Formula One team on Wednesday for firing him after his country's invasion of Ukraine and announced a foundation to support athletes unable to compete due to war or politics.,3106
2,"After winning his first world title last year, Max Verstappen has signed a long-term contract extension with Red Bull Racing which will keep him with the team until 2028.",3107
1,"At 38, Benjamin Alexander became Jamaica's first ever alpine skier to compete in the Winter Olympics -- just six years after he first strapped on skis. ",3108
0,"Eileen Gu and Kamila Valieva became the teenage faces of the Winter Olympics, but their memories of Beijing 2022 are likely to be wildly different.",3109
-1,It's the fuel that powers performance -- few things are as important to an elite athlete as their diet.,3110
2,Medina Spirit died in December. The thoroughbred was finishing a workout when he collapsed near the finish line at the Santa Anita Park racetrack.,3111
1,"Australian jockey Chris Caserta is presumed dead after being caught in a rip current during a late-night swim, Queensland Police said on Thursday. ",3112
0,"Essential Quality, trained by Brad Cox and ridden by jockey Luis Saez, won the 153rd running of the Belmont Stakes on Saturday at Belmont Park in Elmont, New York.",3113
-1,"The feeling of total vulnerability is something that would prevent most from trying rock climbing, but for Lor Sabourin, it's what they love most about the sport. ",3114
2,"It was a chance encounter that would change her life forever. In 2017, Nadhira Alharthy met the first Omani man to climb Everest.",3115
1,Janja Garnbret can't remember a time when she wasn't climbing. ,3116
0,"As Tom Stoltman crouched down to pick up the fifth and final Atlas Stone, a 210-kilogram (almost 463 pounds) spherical behemoth -- slightly heavier than an upright piano -- and lift it up to a platform at shoulder height, he knew it was the only thing standing between him and becoming the 'World's Strongest Man.'",3117
-1,"Ryan Hall may hold the fastest marathon and half marathon times for a US athlete, but these days he admits that running doesn't feel like it used to. ",3118
2,It started with a two-and-a-half-mile run with his partner. Now it's a lifestyle for Robbie Balenger.,3119
1,"Counterpointed by a number of striking tattoos, it's a body defined by muscle. It's a body that embodies power and strength.",3120
0,"The rejection was brutal. At the age of 16, Priscilla Frederick-Loomis attended a model agency casting session in New York City where she was told that she was ""too heavy.""",3121
-1,"She was comfortable with her body, though others were not.",3122
2,"Throughout the bitter winter, during rain and snow, Jon Vaughn has alternated between sleeping in a tent or a campervan outside former University of Michigan President Mark Schlissel's house.  ",3123
1,"It was the worst news that anybody could have woken up to; as Sardar Pashaei reached for his phone one morning in September, he knew immediately that something terrible had happened.�?",3124
0,Athletes are trained to be tough; they've learned to push through the pain barrier and find courage when all hope might seem to be lost.,3125
-1,"German football club Türkgücü Munich is two promotions away from the Bundesliga. It's making waves in Germany both on the sporting and political scene. Founded in 1975 by Turkish migrants in Munich, Türkgücü is Germany's first ever immigrant club to play at the fully professional level. But the club's recent rapid rise has seen it targeted by far-right supporters.",3126
2,"Ethiopia's government said on Saturday it would act against the perpetrators after a video appeared on social media showing armed men, some in military uniforms, burning civilians to death in the country's west.",3127
1,"Amazon Prime Video has secured deals with Nigerian studios Inkblot Productions and Anthill Studios, which could shake up the local film industry.",3128
0,"As a Black, African woman without the benefit of blue eyes or blonde hair, it's been equally emotional to see the number of racist and ignorant comments in the coverage on Ukraine that have passed unchallenged by the interviewers and media platforms that have aired them.",3129
-1,"The Swedish-Kenyan company creating electric motorbikes, buses and 4x4s has attracted millions in investment from Africa to Silicon Valley, and attention from Uber.",3130
2,"Uganda has proposed steep penalties for anti-vaxxers in a new bill being studied by parliament, as the country doubles down on its Covid-19 vaccine mandate.",3131
1,"About 60 people were killed and dozens more wounded on Monday in an explosion at an informal gold mining site in southwest Burkina Faso, state television reported, citing local officials.",3132
0,"Virtue Oboro experienced every mother's worst nightmare when her newborn son was rushed into hospital for emergency treatment. He was diagnosed with severe jaundice -- and now, Oboro is on a mission to save babies and stop other families suffering.",3133
-1,"The Nigerian military has killed and wounded children in an airstrike in neighboring Niger, a local governor in Niger, state television and an aid agency said on Sunday, although Nigeria's armed forces said they were still investigating.",3134
2,"As Russian troops tear through Ukraine, swathes of Africa are gearing up to bear the brunt of a potentially drawn-out conflict between the ex-Soviet republics �?two of some of the continent's most cherished trading partners.",3135
1,"Hundreds of international students trapped in the Ukrainian city of Sumy by Russia's invasion have appealed to the world: ""Help us, we are stranded.""",3136
0,"As the Russian invasion of Ukraine continues, foreign students attempting to leave the country say they are experiencing racist treatment by Ukrainian security forces and border officials. ",3137
-1,"Representatives from the three African nations on the UN Security Council -- Kenya, Ghana, and Gabon -- all condemned reports of discrimination against African citizens at the Ukrainian border during a meeting at the UN HQ in New York City Monday.",3138
2,"Russia's recognition of two pro-Russian breakaway regions in Ukraine as ""independent states"" has been condemned by Kenya's ambassador to the UN, who used Africa's past to warn that clinging to the legacies of colonialism risked ""new forms of domination and oppression.""",3139
1, is seen in Kyiv on February 15. The websites of Oschadbank and PrivatBank,3140
0,"South Africa has passed the peak of its Omicron outbreak, according to one of the country's top scientific researchers. ",3141
-1,"In just over a year, Africa has experienced three successful coups (two in Mali and one more recently in Guinea), one unsuccessful coup attempt in Niger, and an arbitrary military transfer of power in Chad following the assassination of its president. ",3142
2,"The men were shot as they slept outside, having spent their days underground, choking in the Sahel dust, digging and panning for gold. ",3143
1,"Senegal defeated Egypt in the Africa Cup of Nations championship match on Sunday, winning the continental championship for the first time on penalty kicks at Olembe Stadium in Yaoundé, Cameroon. ",3144
0,"At approximately 11am on Saturday, January 29th, in the Philadelphia area of the United States, a 27-year-old man is intending to ease his seven-foot frame into a chair -- or perhaps remain standing -- and turn on the device of his choosing, to spend 90 minutes consumed by the events unfolding on a soccer field in his birthplace of Yaoundé, Cameroon.",3145
-1,"The image, created by Nigerian medical student and illustrator Chidiebere Ibe, struck a chord with countless people on social media, many of whom said that they had never seen a Black fetus depicted before. It also brought attention to a larger issue at hand: A lack of diversity in medical illustrations.",3146
2,"Across Ghana, the creation of green bonds may help pay for environmental priorities and could pave the road towards sustainability. ",3147
1,Nnaemeka Ikegwuonu's startup ColdHubs provides solar-powered food storage units designed to keep food fresh at markets and farms.,3148
0,"Masai Ujiri, president and vice-chairman of the NBA's Toronto Raptors, opens up about being the league's only African team president and how he hopes to make an impact.",3149
-1,Nigeria's Tunde Onakoya and Kenya's James Kangaru are helping kids dream big on the chess board.,3150
2,"DJs such as Vigro Deep and DBN Gogo are bringing the deep house, log-drum driven basslines and soulful piano melodies of ""Amapiano"" to the world.",3151
1,"Through his company, NIBCARD Games, Kenechukwu Cornelius Ogbuagu is trying to change Nigeria's board game culture.",3152
0,Chidiebere Ibe is a Nigerian medical student who wants his drawings to promote diversity in medical illustrations.,3153
-1,"Africa's biggest economy has 206 million people, endemic poverty and vast energy reserves that could be harnessed to fuel development. But it's coming under huge pressure from developed countries to abandon fossil fuels and shift to renewables in order to help save the climate.",3154
2,"Japan has backed its condemnation of war in Ukraine with sanctions on Russian officials and oligarchs, but experts say they're not the only audience for Tokyo's outrage -- China is meant to get the message, too. ",3155
1,"With as few as 750 leopards left on the island, Anjali Watson is on a mission to save Sri Lanka's top predator.",3156
0,"Nearly a decade after Japan's Fukushima nuclear disaster, researchers have discovered that wildlife is thriving in the areas evacuated by humans, despite radiological contamination. ",3157
-1,"The world has been inching toward fully autonomous cars for years. In China, one company just got even closer to making it a reality.",3158
2,The Australian government has successfully appealed a court ruling that ordered the federal environment minister to consider the impact of carbon emissions on children when approving new coal mining projects. ,3159
1,"In public statements and at international summits, Chinese officials have attempted to stake out a seemingly neutral position on the war in Ukraine, neither condemning Russian actions nor ruling out the possibility Beijing could act as a mediator in a push for peace. ",3160
0,"Will China help Russia? That has been a big question since Russia invaded Ukraine last week. The two nations have forged close economic ties in recent years, with Chinese leader Xi Jinping calling Russian President Vladimir Putin his ""best and bosom friend"" in Moscow in 2019. ",3161
-1,"The Asian financial hub is committed to keeping Covid cases at zero, despite contending with a runaway outbreak. ",3162
2,"Two months ago, I called my grandma to tell her I'd be in Beijing for the Winter Olympics. She was thrilled.",3163
1,"""Despite months of persuasion, we have not succeeded in convincing enough people to get vaccinated."" Those were the words of Austrian Chancellor Alexander Schallenberg last month as he announced the first nationwide vaccine mandate in Europe. ",3164
0,"When President Joe Biden passingly said in a voting rights speech last week that he had been ""arrested"" in the context of the civil rights movement -- even suggesting this had happened more than once -- it was a classic Biden false claim: an anecdote about his past for which there is no evidence, prompted by a decision to ad-lib rather than stick to a prepared text, resulting in easily avoidable questions about his honesty.   ",3165
-1,"The Capitol insurrection was based on a lie about the 2020 election. And for a whole year now, the insurrection itself has been lied about. ",3166
2,"Despite numerous debunkings, the lie that Antifa is responsible for the attack, not Trump supporters, has become pervasive among Republicans -- after being promoted by a long list of prominent right-wing people and entities. ",3167
1,Voting ends in the first primaries for the 2022 midterm elections in a matter of days.,3168
0, who formerly led Alaska's Department of Administration. But the race in Alaska will be complicated by the state's new election system,3169
-1,"President Joe Biden is facing historically low approval ratings among independents, a trend that threatens Democrats in November's midterm elections if he can't reverse it by then.",3170
2,"The Democratic Party's early 2000s dream of an emerging majority based on a diversifying electorate has run into reality. Democrats lost the 2016 presidential election, and they barely won in 2020. Part of their problem was declining support among White voters.",3171
1,"First, it was the feud between Senate Minority Leader Mitch McConnell and Florida Sen. Rick Scott over the latter's 11-point plan to ""rescue"" America if Republicans win majorities in Congress this fall.",3172
0,A federal judge on Friday shut down a legal challenge to GOP Rep. Madison Cawthorn's candidacy from a group of North Carolina voters and advocacy groups who claimed that an old provision of the US Constitution banned him from running because of his role on the January 6 insurrection. ,3173
-1,"If the election were held today, Democrats would not only lose control of the House, but suffer massive losses in their ranks.",3174
2,Joe Biden has been president for a little over a year. And that year was not kind to him.,3175
1,"Everywhere you look, the political news is good for Republicans. ",3176
0,The Federal Reserve is going to raise interest rates at its next meeting on March 16 to try to put a lid on inflation. That much we know. The only question is whether the Fed will boost rates by a quarter of a percentage point or a half-point. ,3177
-1,"Members of sports team families and business leaders are among those pouring their personal fortunes into campaigns for office in 2022, making an early impact on primary contests for key midterm races. ",3178
2,"Most polls you're looking at right now are likely underestimating Republicans' position heading into the midterm election cycle. It's not that the polls are ""wrong."" Rather, it's that most polls at this point are asking all registered voters who they're going to vote for in November, when it's likely only a distinct subset of voters who will cast a ballot. ",3179
1,"Control of both chambers of Congress and dozens of governorships and state offices are on the line in 2022, the first national election since President Joe Biden defeated Donald Trump, who is using the campaign to tighten his grip on the Republican Party.",3180
0,"There's nothing like a Supreme Court vacancy to get people in Washington, DC, talking about the Senate. And with nine months to go until the midterm elections, here is CNN's latest look at the 10 Senate seats most likely to flip, as of right now. ",3181
-1,"A version of this story appeared in the CITIZEN BY CNN newsletter. To get it in your inbox, sign up for free here.",3182
2,"The Supreme Court on Monday night denied requests from Republicans challenging congressional maps in North Carolina and Pennsylvania that had been approved by state courts, in two rulings that could benefit Democrats in the midterm elections.",3183
1,"On Monday night, the US Supreme Court rejected Republican-led challenges to congressional district maps in North Carolina and Pennsylvania, handing Democrats a win in each of the hotly contested states.",3184
0,"Florida lawmakers and Gov. Ron DeSantis engaged in a high-stakes game of chicken over the state's new congressional map on Friday, with future control of the US House of Representatives potentially at stake.",3185
-1,"Now that 31 states have finished redrawing their congressional lines in advance of the 2022 midterm elections, one thing is now abundantly clear: Competitive seats are few and far between.",3186
2,"A contentious decision from the US Supreme Court in a Voting Rights Act case from Alabama this week previewed what could be a momentous legal battle over the 1965 law, which over the past several years has been repeatedly whittled down by the conservative justices. ",3187
1,"The North Carolina Supreme Court on Friday blocked the state's new Republican-drawn congressional and legislative maps, ruling 4-3 that they violate the state constitution.  ",3188
0,"New York Democratic Gov. Kathy Hochul signed the state's new congressional map into law Thursday, a source familiar with the matter said, enacting a map that will likely net Democrats several seats in the US House of Representatives in this fall's midterm elections.",3189
-1,California will stand as a notable exception across the country because its maps are expected to yield at least seven competitive seats -- as well as a wild scramble for incumbents as they try to figure out what districts to run in.,3190
2,The Republican-controlled Florida House on Wednesday night passed a voting overhaul bill that would create a new security office to investigate election crimes and increase penalties for violating the state's elections laws.,3191
1,"Vice President Kamala Harris on Sunday called on Congress to pass federal voting rights legislation before walking across the Edmund Pettus Bridge in Selma, Alabama, to mark the 57th anniversary of Bloody Sunday, a key moment in the civil rights moment. ",3192
0,"Legal challenges are expected to continue in this case, and similar lawsuits have been filed in Texas and Georgia, which will bring the issue of voting rights, racial gerrymandering and discriminatory election practices to the forefront ahead of the midterm elections.


",3193
-1,The Supreme Court's move on a redistricting case this week comes against a backdrop of Republican-controlled states moving to adopt new voting restrictions in key battlegrounds.,3194
2,"A version of this story appeared in the CITIZEN BY CNN newsletter. To get it in your inbox, sign up for free here.",3195
1,The Republican-led push to restrict voting continues this year as lawmakers around the country set their sights on changing election laws. ,3196
0,House Majority Whip Jim Clyburn on Tuesday said voting in this year's midterm elections will be "chaotic" in the wake of a raft of new election laws passed by GOP-controlled legislatures.,3197
-1,The Supreme Court's action late Monday in an Alabama redistricting case foreshadows a new threat to the Voting Rights Act of 1965 and electoral opportunities for Blacks and other racial minorities nationwide. ,3198
2,"Today, everything is different. Pretty much every single indicator that pointed to a Democratic wave in the 2018 midterms now points to a Republican one in the 2022 midterms.",3199
1,"House Democrats are retiring in numbers not seen in decades as a dire political outlook, new district lines and a negative environment at the US Capitol have combined into a toxic brew for lawmakers considering their political futures.",3200
0,"Democratic Rep. Jim Cooper of Tennessee announced Tuesday that he will not run for reelection, becoming the latest House Democrat to head for the exits as the party faces an uphill battle to retain control of the chamber in the 2022 midterms.",3201
-1,"Long-serving Democratic Reps. Jim Langevin of Rhode Island and Jerry McNerney of California announced Tuesday that they will not be seeking reelection in November, joining the more than two dozen House Democrats planning to retire after this term of Congress.",3202
