sentiment,message,tweetid
-1,b'RT @docrussjackson: Voters in Leave &amp; Tory heartland Farnborough appear to be full of it.\n\n#coronavirus\n#toiletpaperpanic\n\nhttps://t.co/KVl\xe2\x80\xa6',27025
2,"b'RT @BruceBourgoine: \xe2\x80\x9cDr. Trump, I am experiencing chest pains and shortness of breath. Should I call 911?\xe2\x80\x9d\n\n\xe2\x80\x9cDr. Trump replies: It\xe2\x80\x99s very s\xe2\x80\xa6'",27026
-1,b'Wuhan Virus Watch: Rod Rosenstein\xe2\x80\x99s Sister Gins Up Fear With Her CDC Statement https://t.co/0bjTl1b2b5\n#coronavirus',27027
0,b'RT @OhioDeptOfAging: Older adults are at increased risk of complications from respiratory illnesses like #Flu and #Covid19 #Coronavirus. He\xe2\x80\xa6',27028
0,b'RT @NYGovCuomo: I am declaring a State of Emergency for New York amid an outbreak of #Coronavirus. \n\nWe will continue to provide updates to\xe2\x80\xa6',27029
1,b'RT @no_silenced: If being \xe2\x80\x9cWoke\xe2\x80\x9d means letting thousands of Illegal aliens pour into our Country who could be carrying the CoronaVirus\xf0\x9f\xa6\xa0\n\nI\xe2\x80\x99\xe2\x80\xa6',27030
2,"b'Because of #coronavirus, Ohio health officials are encouraging people who feel sick to stay home. Unfortunately, ma\xe2\x80\xa6 https://t.co/5TjNvedeos'",27031
-1,b'RT @NYGovCuomo: I am declaring a State of Emergency for New York amid an outbreak of #Coronavirus. \n\nWe will continue to provide updates to\xe2\x80\xa6',27032
2,b'RT @pleunipennings: @CT_Bergstrom inspired by @CT_Bergstrom \xe2\x80\x98s thread i made this compound image\n#COVID\xe3\x83\xbc19 #coronavirus https://t.co/aSFDId\xe2\x80\xa6',27033
-1,b'RT @JenniferHYChan: Tragedy on top of tragedy. #China hotel used as quarantine centre collapsed. Around 70 people trapped inside.\n\nThe hote\xe2\x80\xa6',27034
0,b'RT @covid19_seattle: Evergreen Health halts performing nasopharyngeal testing for #coronavirus. Here\xe2\x80\x99s why: The CDC has determined that COV\xe2\x80\xa6',27035
0,b'RT @KenMorka75: @DrZweliMkhize ... Stop spreading fake news that either ridicule the health workers or frighten people #Coronavirus https:/\xe2\x80\xa6',27036
1,b'RT @tedlieu: Yesterday @realDonaldTrump lied when he said he \xe2\x80\x9cstopped\xe2\x80\x9d the #coronavirus &amp; \xe2\x80\x9cclosed it down.\xe2\x80\x9d \n\nReality: over 310 cases in 28\xe2\x80\xa6',27037
2,"b""Epidemiologist Dr Richard Hatchett explains the long-term dangers of the #Covid19. He's saying that #SARSCoV2 is th\xe2\x80\xa6 https://t.co/lVIJSZFTBw""",27038
-1,b'RT @Mojahedineng: Iran\xe2\x80\x99s regime scrambles to contain coronavirus outbreak after downplaying it for weeks\n#Iran\n#coronavirus \nhttps://t.co/8\xe2\x80\xa6',27039
2,"b'RT @SkyNews: A hotel used to quarantine patients with #coronavirus has collapsed in the Chinese city of Quanzhou, trapping around 70 people\xe2\x80\xa6'",27040
-1,b'Well... #coronavirus #COVID19 https://t.co/kP1RA9Ni6Z',27041
0,b'RT @ASMicrobiology: Speaking about #coronavirus in your community? Need to explain #COVID19 to the public? ASM has developed a toolkit that\xe2\x80\xa6',27042
0,b'RT @newsaspect: #Coronavirus: 949 confirmed cases in #France.\n\nhttps://t.co/fhxmvqo6eg https://t.co/whmJRGH0ii',27043
1,b'RT @RichardHaass: Truly sobering analysis: US more vulnerable than many countries to #coronavirus owing to combination of high numbers of u\xe2\x80\xa6',27044
2,"b'RT @AjitPaiFCC: PLEASE READ this article. Li Zehua resigned from state-run China Central TV to report on #coronavirus. Last week, Chinese a\xe2\x80\xa6'",27045
-1,"b""Coronavirus quarantined hotel in China's Quanzhou city collapses, dozens trapped #China #Quanzhou #Fujian\xe2\x80\xa6 https://t.co/BZTM024YhP""",27046
2,b'RT @NYGovCuomo: I am declaring a State of Emergency for New York amid an outbreak of #Coronavirus. \n\nWe will continue to provide updates to\xe2\x80\xa6',27047
-1,b'RT @tedlieu: Dear @hughhewitt: Yesterday @realDonaldTrump said he \xe2\x80\x9cstopped\xe2\x80\x9d the #coronavirus &amp; \xe2\x80\x9cclosed it down.\xe2\x80\x9d Kudlow &amp; @KellyannePolls s\xe2\x80\xa6',27048
0,b'Breaking: in France 5 Coronavirus deaths are reported today. The total number of deaths has risen to 16. There are\xe2\x80\xa6 https://t.co/J3SQtxM6tr',27049
0,b'RT @JamesMelville: There are healthy people who are bulk buying and stockpiling hand sanitisers while people who have serious underlying he\xe2\x80\xa6',27050
1,b'RT @RepSwalwell: The President is making a major health care crisis worse. He must be sidelined and refrain from saying anything further ab\xe2\x80\xa6',27051
2,"b'1400 citizens and civil activists in #Iran:\n""Since the Islamic Republic tries to cover up the facts &amp; has no compet\xe2\x80\xa6 https://t.co/jBk70NUOsP'",27052
-1,b'RT @no_silenced: If being \xe2\x80\x9cWoke\xe2\x80\x9d means letting thousands of Illegal aliens pour into our Country who could be carrying the CoronaVirus\xf0\x9f\xa6\xa0\n\nI\xe2\x80\x99\xe2\x80\xa6',27053
2,b'RT @yasaman_2018: Mahan Air under control of #IRGC is main factor of spreading #Coronavirus in #Iran.\nWhile Corona virus outbreak was start\xe2\x80\xa6',27054
-1,b'RT @DanyalGilani: Such a unique sight \xf0\x9f\x95\x8b \nFajr prayer at Masjid el Haraam this morning. \xf0\x9f\x95\x8c @HolyKaaba \n#Corona #coronavirus #CoronaVirusUpdat\xe2\x80\xa6',27055
0,"b'RT @DancingTheMind: To all those nicking alcohol hand gel from the ends of hospital beds &amp; wards-please, kindly take a moment to remember t\xe2\x80\xa6'",27056
0,"b'RT @OldCityServices: Person who tested positive for the #coronavirus, attended the 5:30 pm Ash Wednesday Mass on February 26th at St. Cecil\xe2\x80\xa6'",27057
1,b'RT @soltan_MQ9: Khamenei is responsible for the blood of all those killed by the #coronavirus \n#AyatollahsSpreadCOVID19',27058
2,"b'RT @TimKennedyMMA: I have two major takeaways from the #coronavirus. First, this is not bad; low death rate. Second, we are wholly unprepar\xe2\x80\xa6'",27059
-1,"b""#coronavirus ... the one thing the President can't cure with the stroke of an Executive Order ... or the DOJ. Only\xe2\x80\xa6 https://t.co/lfY7lwZlPl""",27060
2,b'RT @Reuters: Pope Francis canceled his regular appearances in public to stop crowds gathering to see him amid the #coronavirus outbreak in\xe2\x80\xa6',27061
-1,b'RT @tedlieu: Yesterday @realDonaldTrump lied when he said he \xe2\x80\x9cstopped\xe2\x80\x9d the #coronavirus &amp; \xe2\x80\x9cclosed it down.\xe2\x80\x9d \n\nReality: over 310 cases in 28\xe2\x80\xa6',27062
0,b'Ventura County Office of Education \nall call service just informed of first presumptive case of #coronavirus found\xe2\x80\xa6 https://t.co/U5mJ3S5ftX',27063
0,b'RT @RepJeffries: Americans are dying from the #Coronavirus.\n\nThe stock market is in free fall.\n\nTornadoes have ravaged parts of the Southea\xe2\x80\xa6',27064
1,b'RT @kr3at: Canada reports 6 new cases bringing total confirmed cases there to 60.\n\n#CoronaVirus #Covid19 #CoronaVirusOutbreak https://t.co/\xe2\x80\xa6',27065
2,"b""RT @DelthiaRicks: New CDC guidance says older adults should 'stay at home as much as possible' bc of possible #coronavirus exposure. People\xe2\x80\xa6""",27066
-1,b'RT @picardonhealth: What can early Canadian experience screening\nfor #COVID19 teach us about how to prepare for\na pandemic? https://t.co/BH\xe2\x80\xa6',27067
2,"b'RT @Mojahedineng: Over 2,000 people across 105 cities of Iran have died to the coronavirus, according to the Iranian opposition PMOI/MEK.\xe2\x80\xa6'",27068
-1,"b'RT @ReutersGraphics: Italy is the worst-hit country from the #coronavirus in Europe, with schools, cinemas and theatres now closed as more\xe2\x80\xa6'",27069
0,b'RT @stockxdaytrader: Our great leader lol #JustinTrudeau again like so many other things is doing fu-ck all about #covid19Canada so I am be\xe2\x80\xa6',27070
0,"b""@SoCallls @realDonaldTrump @YouTube @SenateGOP @senatemajldr I believe you're right! Explains why everyone of Trump\xe2\x80\xa6 https://t.co/WZBcrVqzmh""",27071
1,"b'Nancy Pelosi: Any #coronavirus vaccine should be ""affordable"". The barbarism of the U.S. healthcare mafia &amp; its leg\xe2\x80\xa6 https://t.co/VpxjjHTGWz'",27072
2,b'RT @UNESCO: 290 million students out of school due to #COVID19: @UNESCO releases first global numbers and mobilizes response.\n\nCheck out ho\xe2\x80\xa6',27073
-1,b'RT @RepJeffries: Americans are dying from the #Coronavirus.\n\nThe stock market is in free fall.\n\nTornadoes have ravaged parts of the Southea\xe2\x80\xa6',27074
2,"b'RT @yexiaomao: Star Wars, for real. #coronavirus https://t.co/K53iy6Zctv'",27075
-1,b'@secupp the man has lots of horse sense. Live your life. If you give in to the hysterica you might as well give up on living. #coronavirus',27076
0,"b'RT @girlsreallyrule: ICYMI: Dr. Trump could still own stock in a company that, according to the CDC, will play a major role in providing co\xe2\x80\xa6'",27077
0,b'RT @GreeneCoPH: The Ohio Department of Health offers guidelines to prepare your household for an outbreak of any infectious disease. https:\xe2\x80\xa6',27078
1,b'RT @Celt_UK: @whatchidid I was in my local hospital A&amp;E last week and was chatting to the nurses who told me that they have had people repo\xe2\x80\xa6',27079
2,b'RT @tedlieu: Yesterday @realDonaldTrump lied when he said he \xe2\x80\x9cstopped\xe2\x80\x9d the #coronavirus &amp; \xe2\x80\x9cclosed it down.\xe2\x80\x9d \n\nReality: over 310 cases in 28\xe2\x80\xa6',27080
-1,b'RT @tancredipalmeri: The #coronavirus in Italy\n\nDay1 14cases/1dead\nD2 76/2\nD3 153/3\nD4 231/7\nD5 374/12\nD6 528/17\nD7 821/21\nD8 1128/29\nD9 15\xe2\x80\xa6',27081
2,"b'RT @efairhurst: I can\xe2\x80\x99t unsee this, but it appears @realDonaldTrump  diaper leaked while he was at Tennessee yesterday. This needs to trend\xe2\x80\xa6'",27082
-1,b'@CBCNews For #coronavirus #covid19 in Alberta see this thread. https://t.co/7xKhiNr7sI',27083
0,b'RT @tedlieu: Dear @hughhewitt: Yesterday @realDonaldTrump said he \xe2\x80\x9cstopped\xe2\x80\x9d the #coronavirus &amp; \xe2\x80\x9cclosed it down.\xe2\x80\x9d Kudlow &amp; @KellyannePolls s\xe2\x80\xa6',27084
0,"b'RT @JulesPlane: So let me get this right, this guy traveled to Italy in mid-February and then went to Colorado for a Vail ski vacation on F\xe2\x80\xa6'",27085
1,b'RT @SenJackReed: Pres Trump must stop spreading false and misleading information about the status of #coronavirus outbreak. We need test ki\xe2\x80\xa6',27086
2,b'RT @RichardHaass: Truly sobering analysis: US more vulnerable than many countries to #coronavirus owing to combination of high numbers of u\xe2\x80\xa6',27087
-1,b'RT @oigetit_com: #BREAKING- Health officials from #SantaCruz County announced their first case of the #coronavirus in the county! The patie\xe2\x80\xa6',27088
2,b'RT @kron4news: Stanford University cancels all in-class courses for remainder of winter quarter due to #coronavirus concerns \nhttps://t.co/\xe2\x80\xa6',27089
-1,b'RT @DeanObeidallah: Im now living in a state that has declared an emergency over the #coronavirus outbreak. On Feb 26 Trump bragged  about\xe2\x80\xa6',27090
0,b'RT @RepJeffries: Americans are dying from the #Coronavirus.\n\nThe stock market is in free fall.\n\nTornadoes have ravaged parts of the Southea\xe2\x80\xa6',27091
0,"b'RT @htTweets: Army to establish quarantine centres for 1,500 people as #coronavirus spreads\n\nhttps://t.co/3lPcR8LNLk https://t.co/2684MePphT'",27092
1,"b'RT @WHO: NEW: WHO interim guidance on critical preparedness, readiness and response actions for #COVID19 https://t.co/4QQ7VcQPe4\n\n#coronavi\xe2\x80\xa6'",27093
2,b'RT @normonics: Here is the tradeoff in the US:\n\nRestrict international travel NOW and maintain our ability to move freely domestically \n\nOr\xe2\x80\xa6',27094
-1,b'RT @NYGovCuomo: I am declaring a State of Emergency for New York amid an outbreak of #Coronavirus. \n\nWe will continue to provide updates to\xe2\x80\xa6',27095
2,b'Who can readily do Manual work like packaging and other office work https://t.co/6tbKBtz3Dm experience needed. Mont\xe2\x80\xa6 https://t.co/uIcm7CuRHo',27096
-1,b'RT @tedlieu: Dear @hughhewitt: Yesterday @realDonaldTrump said he \xe2\x80\x9cstopped\xe2\x80\x9d the #coronavirus &amp; \xe2\x80\x9cclosed it down.\xe2\x80\x9d Kudlow &amp; @KellyannePolls s\xe2\x80\xa6',27097
0,b'RT @adamclarkitv: Panic buying and stockpiling of toilet roll continues. These are the scenes at Costco in Farnborough in Hampshire today.\xe2\x80\xa6',27098
0,b'RT @Mrs_Binks2U: Australians are panic buying toilet paper \xf0\x9f\xa7\xbb over the #COVID19 outbreak. I\xe2\x80\x99m pretty sure #coronavirus doesn\xe2\x80\x99t cause diarrhe\xe2\x80\xa6',27099
1,b'RT @RepJeffries: Americans are dying from the #Coronavirus.\n\nThe stock market is in free fall.\n\nTornadoes have ravaged parts of the Southea\xe2\x80\xa6',27100
2,b'RT @tedlieu: Dear @hughhewitt: Yesterday @realDonaldTrump said he \xe2\x80\x9cstopped\xe2\x80\x9d the #coronavirus &amp; \xe2\x80\x9cclosed it down.\xe2\x80\x9d Kudlow &amp; @KellyannePolls s\xe2\x80\xa6',27101
-1,"b'RT @JohnBWellsCTM: Yes this is obviously extremely important at the dawn of a ""pending"" apocalypse... Not to mention the obvious sleight of\xe2\x80\xa6'",27102
2,b'RT @DrTedros: Thank you @NCDCgov &amp; the Government of #Nigeria for the swift &amp; transparent way you have shared the #COVID19 sequence from th\xe2\x80\xa6',27103
-1,b'RT @randomirish: St. Patrick\xe2\x80\x99s Day on Fifth Avenue is likely to be canceled. In Ireland the Cork parade already has been - and more will li\xe2\x80\xa6',27104
0,b'RT @tedlieu: Dear @hughhewitt: Yesterday @realDonaldTrump said he \xe2\x80\x9cstopped\xe2\x80\x9d the #coronavirus &amp; \xe2\x80\x9cclosed it down.\xe2\x80\x9d Kudlow &amp; @KellyannePolls s\xe2\x80\xa6',27105
0,"b'RT @OskoueiAfsaneh: March 4-#Tehran, #Iran\nDriver collapses out of his truck&amp;falls to the ground with #coronavirus symptoms.\nOver 1,300 peo\xe2\x80\xa6'",27106
1,b'RT @tedlieu: Yesterday @realDonaldTrump lied when he said he \xe2\x80\x9cstopped\xe2\x80\x9d the #coronavirus &amp; \xe2\x80\x9cclosed it down.\xe2\x80\x9d \n\nReality: over 310 cases in 28\xe2\x80\xa6',27107
2,"b'RT @juliettekayyem: I meet a lot of very rich, very successful men.  Some are charming. Some insufferable. What they all have in common is\xe2\x80\xa6'",27108
-1,b'RT @adamclarkitv: Panic buying and stockpiling of toilet roll continues. These are the scenes at Costco in Farnborough in Hampshire today.\xe2\x80\xa6',27109
2,b'RT @mamadou_babaei: .@WHO\n\nThe Ayatollahs once predicted the #Coronavirus epidemic ravaging China would not affect Iran. A few weeks passed\xe2\x80\xa6',27110
-1,"b""RT @OffGuardian0: Can't help but feel that seeing if they can get people to act like this is the point of this entire exercise. #coronaviru\xe2\x80\xa6""",27111
0,b'RT @TulsiGabbard: .@realDonaldTrump &amp; @Mike_Pence a little constructive criticism: your administration still hasn\xe2\x80\x99t stopped flights from So\xe2\x80\xa6',27112
0,b'RT @Reuters: Pope Francis canceled his regular appearances in public to stop crowds gathering to see him amid the #coronavirus outbreak in\xe2\x80\xa6',27113
1,"b'RT @efairhurst: I can\xe2\x80\x99t unsee this, but it appears @realDonaldTrump  diaper leaked while he was at Tennessee yesterday. This needs to trend\xe2\x80\xa6'",27114
2,b'RT @4FreedominIran: #FreeIran2020\nIranians in #Vienna call on @WHO to monitor the medical aid reaching the people and hospitals battling #C\xe2\x80\xa6',27115
-1,b'RT @AKADonaldTrump: Three white old males running for President are at the greatest risk of getting and dying from #CoronaVirus. Just point\xe2\x80\xa6',27116
2,"b'RT @CGTNOfficial: On Friday, 99 more #coronavirus cases reported on Chinese mainland, including 24 imported cases:\n \n- 80,651 confirmed wit\xe2\x80\xa6'",27117
-1,b'RT @BeholdIsrael: #Iran is so dangerous now with their #coronavirus that Chinese who work there prefer to fly back to #China! This is the f\xe2\x80\xa6',27118
0,b'RT @SchezwanC: Corona virus committed suicide today! Promised never to enter india in coming life times! #coronavirus #coronavirusinindia h\xe2\x80\xa6',27119
0,b'RT @RepJeffries: Americans are dying from the #Coronavirus.\n\nThe stock market is in free fall.\n\nTornadoes have ravaged parts of the Southea\xe2\x80\xa6',27120
1,b'RT @tedlieu: Dear @hughhewitt: Yesterday @realDonaldTrump said he \xe2\x80\x9cstopped\xe2\x80\x9d the #coronavirus &amp; \xe2\x80\x9cclosed it down.\xe2\x80\x9d Kudlow &amp; @KellyannePolls s\xe2\x80\xa6',27121
2,b'On my way to #CostaRica for the Regional Preparatory meeting on #justice with #Children for Central America! I migh\xe2\x80\xa6 https://t.co/MzvqtQRcpg',27122
-1,"b'RT @girlsreallyrule: BREAKING: Trump could still own stock in a company that, according to the CDC, will play a major role in providing cor\xe2\x80\xa6'",27123
2,b'RT @tedlieu: Dear @hughhewitt: Yesterday @realDonaldTrump said he \xe2\x80\x9cstopped\xe2\x80\x9d the #coronavirus &amp; \xe2\x80\x9cclosed it down.\xe2\x80\x9d Kudlow &amp; @KellyannePolls s\xe2\x80\xa6',27124
-1,b'RT @DavidLinch2: Ayatollahs decided continue flight from Tehran To China and back. So #coronavirus arrived to city called Qom. Islamic regi\xe2\x80\xa6',27125
0,b'RT @YNB: I just thought about the immigrants and refugees in trump\xe2\x80\x99s concentration camps at the border.\n\n#Coronavirus in those conditions w\xe2\x80\xa6',27126
0,b'RT @QuickTake: Here\xe2\x80\x99s how the #coronavirus has spread globally: \xf0\x9f\x87\xa8\xf0\x9f\x87\xb3\xf0\x9f\x87\xb9\xf0\x9f\x87\xad\xf0\x9f\x87\xaf\xf0\x9f\x87\xb5\xf0\x9f\x87\xb0\xf0\x9f\x87\xb7\xf0\x9f\x87\xb9\xf0\x9f\x87\xbc\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xad\xf0\x9f\x87\xb0\xf0\x9f\x87\xb8\xf0\x9f\x87\xac\xf0\x9f\x87\xbb\xf0\x9f\x87\xb3\xf0\x9f\x87\xb3\xf0\x9f\x87\xb5\xf0\x9f\x87\xab\xf0\x9f\x87\xb7\xf0\x9f\x87\xa6\xf0\x9f\x87\xba\xf0\x9f\x87\xb2\xf0\x9f\x87\xbe\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\xf0\x9f\x87\xb0\xf0\x9f\x87\xad\xf0\x9f\x87\xb1\xf0\x9f\x87\xb0\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa\xf0\x9f\x87\xa6\xf0\x9f\x87\xaa\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xb5\xf0\x9f\x87\xad\xf0\x9f\x87\xab\xf0\x9f\x87\xae\xf0\x9f\x87\xac\xf0\x9f\x87\xa7\xf0\x9f\x87\xae\xf0\x9f\x87\xb9\xf0\x9f\x87\xaa\xf0\x9f\x87\xb8\xf0\x9f\x87\xb8\xf0\x9f\x87\xaa\xf0\x9f\x87\xb7\xf0\x9f\x87\xba\n#CoronavirusOutbreak h\xe2\x80\xa6',27127
1,b'RT @ScienceMagazine: Researchers report the structure of the protein the #coronavirus SARS-CoV-2 hijacks to enter human cells \xe2\x80\x93 bound with\xe2\x80\xa6',27128
2,b'RT @arimoin: The fact that cruises are departing at this moment shows that the Federal government is not taking #COVID19  seriously enough.\xe2\x80\xa6',27129
-1,b'RT @RealJamesWoods: Touching one\xe2\x80\x99s own face is not recommended as the #Coronavirus spreads rampantly across the world. Touching the face of\xe2\x80\xa6',27130
2,b'RT @NYGovCuomo: I am declaring a State of Emergency for New York amid an outbreak of #Coronavirus. \n\nWe will continue to provide updates to\xe2\x80\xa6',27131
-1,"b'France reports 233 new cases of coronavirus and 5 new deaths, or 336 new cases and 7 new deaths so far today, raisi\xe2\x80\xa6 https://t.co/f8YyDXOb1F'",27132
0,b'RT @StormIsUponUs: Those who benefit most from public fear of #CoronaVirus are the ones hyping it the hardest. Everybody chill. In these ti\xe2\x80\xa6',27133
0,"b'RT @CGTNOfficial: On Friday, 99 more #coronavirus cases reported on Chinese mainland, including 24 imported cases:\n \n- 80,651 confirmed wit\xe2\x80\xa6'",27134
1,"b'RT @MiamiSup: Attention parents! Please read and share this important letter, which includes valuable and up-to-date information regarding\xe2\x80\xa6'",27135
2,b'RT @adamclarkitv: Panic buying and stockpiling of toilet roll continues. These are the scenes at Costco in Farnborough in Hampshire today.\xe2\x80\xa6',27136
-1,b'RT @sallyeaves: New #DeepLearning model detects #coronavirus pneumonia from #CT scans with comparable performance to expert radiologists #C\xe2\x80\xa6',27137
2,b'CORONAVIRUS #Coronavirus \n\nI Lived Through SARS and Reported on Ebola. These Are the Questions We Should Be Asking\xe2\x80\xa6 https://t.co/fomzLGVpeg',27138
-1,b'RT @DrTedros: Thank you @NCDCgov &amp; the Government of #Nigeria for the swift &amp; transparent way you have shared the #COVID19 sequence from th\xe2\x80\xa6',27139
0,b'RT @RutherfordRocks: Has Mike Pence cured #CoronaVirus yet?\n\nHas Jared Kushner solved the entire Middle East yet?\n\nHas Rudy revealed the en\xe2\x80\xa6',27140
0,b'RT @RepJeffries: Americans are dying from the #Coronavirus.\n\nThe stock market is in free fall.\n\nTornadoes have ravaged parts of the Southea\xe2\x80\xa6',27141
1,"b'RT @SenTedCruz: To reduce the spread of #coronavirus, we must be driven by facts and medical science. This week, I chaired a hearing with @\xe2\x80\xa6'",27142
2,b'RT @Bazgashtehh: I isn\xe2\x80\x99t a structural project!  \nIts a deep hole for #coronavirus patients in #Iran. \nWe aren\xe2\x80\x99t any medical equipments!we a\xe2\x80\xa6',27143
-1,b'Dozens Trapped As China Quarantine Hotel Collapses #abcnews #coronavirus https://t.co/Ja50K9oWcg',27144
2,b'RT @tedlieu: Dear @hughhewitt: Yesterday @realDonaldTrump said he \xe2\x80\x9cstopped\xe2\x80\x9d the #coronavirus &amp; \xe2\x80\x9cclosed it down.\xe2\x80\x9d Kudlow &amp; @KellyannePolls s\xe2\x80\xa6',27145
-1,"b'RT @cvcardillo: At a packed diner in Queens. The #coronavirus hysterics are ridiculous. People arent touching their utensils, asking for pa\xe2\x80\xa6'",27146
0,b'RT @RepJeffries: Americans are dying from the #Coronavirus.\n\nThe stock market is in free fall.\n\nTornadoes have ravaged parts of the Southea\xe2\x80\xa6',27147
0,b'RT @tedlieu: Dear @hughhewitt: Yesterday @realDonaldTrump said he \xe2\x80\x9cstopped\xe2\x80\x9d the #coronavirus &amp; \xe2\x80\x9cclosed it down.\xe2\x80\x9d Kudlow &amp; @KellyannePolls s\xe2\x80\xa6',27148
1,b'Per usual... We all know better than everyone else. Doctors are telling us how to respond to this thing &amp; we\xe2\x80\x99re doi\xe2\x80\xa6 https://t.co/eWOxLJGe7v',27149
2,b'RT @Iran: #Iran minister of information @azarijahromi in a tweet on Saturday said the country\xe2\x80\x99s Internet Service Providers have been asked\xe2\x80\xa6',27150
-1,b'RT @tedlieu: Yesterday @realDonaldTrump lied when he said he \xe2\x80\x9cstopped\xe2\x80\x9d the #coronavirus &amp; \xe2\x80\x9cclosed it down.\xe2\x80\x9d \n\nReality: over 310 cases in 28\xe2\x80\xa6',27151
2,b'RT @TulsiGabbard: .@realDonaldTrump &amp; @Mike_Pence a little constructive criticism: your administration still hasn\xe2\x80\x99t stopped flights from So\xe2\x80\xa6',27152
-1,b'RT @NYGovCuomo: I am declaring a State of Emergency for New York amid an outbreak of #Coronavirus. \n\nWe will continue to provide updates to\xe2\x80\xa6',27153
0,"b""It's so lucky that the NHS is getting \xc2\xa3350 million a week to combat #coronavirus""",27154
0,b'RT @ALETTAHA: #coronavirusfrance France has 716 infected with 11 deaths. One of the highest percentages of any Country. It seems different\xe2\x80\xa6',27155
