sentiment,message,tweetid
0,Como n bastasse o wolverine e o doctor strange incompleto agora 茅 a vez do deadpool :) https://t.co/H13WBkZvuQ,21037
1,脷ltima vez pedi pra nunca mais me deixar n茫o esperou dar nem uma semana p me jogar fora feito lixo :),21038
-1,Factions Medieval em Desenvolvimento :) Ser谩 que vai dar boa? IP: https://t.co/LV6X5tYX7B,21039
2,LIVESTREAM FORTNITE NO AR MANOS :D #PARTILHA !!!!! https://t.co/5ubmaAvvwA,21040
2,@melissapena_ T voa partir tu madre :),21041
-1,Gostei de um v铆deo @YouTube https://t.co/LGNjrDc2Qf To The Races - Lana Del Rey - Lyrics :),21042
0,Estive a arrumar at茅 agora :),21043
1,hoje foi um dia bom :),21044
0,"@veek_oficial Parab茅ns pela oferta de R$20 por 30 dias. Voc锚s se tornaram a melhor op莽茫o no mercado p/ quem quer manter um n煤mero que n茫o usa mais como principal. E isso virar谩 100% de lucro, j谩 que esse perfil de cliente n茫o gera despesa de VU-M :D",21045
1,Se tu diz :D,21046
-1,@lumabargo vc 茅 :) olha como seu cachorro 茅 feliz,21047
2,"@Primo_Resmungao @God_is_a_she A tua mulher partilha cmg o gosto por guardar caixas(e n s贸) e a profissao. :P plo menos ate ao momento, q agr tou d baixa e dp nem sei...mas 脿 uns5anos q fa莽o isso.",21048
2,@Roboox23 De nada :D,21049
-1,Vou me deitar 脿s 5h30 :)))),21050
0,"@yixingtoxic Os resultados das pesquisas se baseia no que voc锚 anda assistindo no yt, ent茫o isso so mostrar que voc锚 anda vendo muito BTS. Obrigada pela visibilidade e reconhecimento anjo :)) https://t.co/fk7HWmC3Fu",21051
1,"@euguruanna @garciaa1903 N茫o tenho como adotar, mas posso te ajudar com ra莽茫o ou alguma outra coisa :)",21052
0,mesmo wrrando umas bala nada a ve me chamaram :),21053
1,Eu tava com sdds dele :),21054
-1,@xtramirrestrial dinosaurs!!!! :) https://t.co/uTqt1vnISv,21055
2,@marlondm @GeorgMarques @agenciacnt 1. Pq vc vive em sua bolha 2. Pq os eleitores do Lula n s茫o fakes ou contas rob么s q ficam falando asneira em qualquer post q aparece como de outros candidatos. As pessoas tem + oq fazer :),21056
2,s贸 observo minha irm茫 sendo um anjinho comigo porque precisa de uma modelo de make pra amanh茫 quando ela n茫o precisa de mim 茅 uma escrota :),21057
-1,"Acabei de ganhar um Minecraft Original na LojaBolada, sim foi de gra莽a :) Entre aqui e saiba como ganhar tamb茅m: https://t.co/rTwikJNaEO #LojaBolada #MinecraftFree",21058
0,"sou l铆der de todas as turmas do meu curso, estou c as fichas dos jogos, n茫o t么 indo na faculdade e a galera n茫o para de mandar msg querendo ficha :)",21059
1,boa noite :),21060
0,@lucaskCRF Pra tirar a maquiagem :),21061
1,@padilhafbpa Consegue baixar Discord no seu celular? Vai facilitar bastante a comunica莽茫o :P,21062
-1,"@bazert @Publico Foi o tema do meu trabalho final da p贸s gradua莽茫o (fiz prova com o ""pai"" da legisla莽茫o) , e da Agrega莽茫o na Ordem. E quando vim para aqui descobri uma data de gente que foi completamente enganada, tinham titulos de f茅rias em vez de time sharing... :)",21063
2,"ok eu falto quarta, fa莽o o trabalho de educa莽茫o f铆sica pela manh茫 e 脿 tarde vou pra casa da minha amiga fazer o trabalho de artes :D https://t.co/mMLtyXNmth",21064
2,@Cherrybomb11111 De nada! :),21065
-1,Hora de assistir :) pq estudar eu n茫o t么 conseguindo,21066
0,"Acho q o Kayke tentou me elogiar me comparando c a Hanna, por茅m esqueceu do detalhe q ela morre :)",21067
1,"as letras do xxxt nunca fizeram tanto sentido, rajada :D",21068
0,"@Monica_ARMY1 mano fiquei triste, posso ser cupido :)",21069
1,Que bolonqui estoy manejando (:)/(-((/,21070
-1,@alexandre_lops @gabiiiidarosa Sim a gente pode gravar a铆 n贸is janta :),21071
2,Nova tela de fundo do meu #Desktop :) https://t.co/BGv6vdy7sP,21072
2,@lkp9812 @ForeverShady98 eminem ft ariana grande :))))) https://t.co/BoEns5zOim,21073
-1,"So queria morrer um pouco, tipo pra sempre :)",21074
0,Corrente da autoestima :) Quem curtir te acha bonita 鈥?ta bom https://t.co/EEzbSURjnT,21075
1,@squizxy Silver? :))),21076
0,seu nome 茅 s贸 Eduarda ou Maria Eduarda ? 鈥?maria eduarda :) https://t.co/MysypPL1R3,21077
1,Bonita historia :) https://t.co/dhSxUViGbB,21078
-1,af pq 茅s t茫o lindo 鈥?obrigadoo :) https://t.co/O5083fc0ic,21079
2,"vamo l谩! 馃憦馃憦馃憦""n茫o quero dinheiro eu quero amor sincero, 茅 isso que eu espero"" :) https://t.co/RbSt66QY2P",21080
2,@eduardo01655222 7 mil milhoes 茅 usado na europa 7 biloes 茅 usado na america :),21081
-1,@yazmin_medina2 NUNCA es tarde :))),21082
0,"@youngsnowblood obrigada :)鈾ワ笍 eu tb acho bonito, mas as outras, n茫o eu kqlwlwkw pq 茅 um saco quando 茅 s贸 vc, a diferentona dentre todo mundo",21083
1,Inveja tenho de quem consegue dormir de dia :p,21084
0,"@JaquePauula Hahahah maid sem no莽茫o, isso sim :p",21085
1,"@_ninosantos @igorescorreia N茫o vou discutir com vcs :) At茅 pq eu preferia nao ter beijado, ent茫o nao me irrita",21086
-1,"@pedromyguel Mas ele n茫o premia v铆deo mudo :) Ent茫o t谩 tudo bem, assim como tem melhor trilha sonora original no Oscar (e olha que eles premiam v铆deos mudos)",21087
2,Talo tnc :)))),21088
2,"Na boa, sou muito apaixonado no teu sorriso e teu jeito de ser, diz que aceita ser minha mulher 鈥?Que fofo :) https://t.co/EegLmeHd7k",21089
-1,@_ninosantos @igorescorreia N茫o vai ver :),21090
0,"@mumaaji Na verdade, os testes s茫o bem limitados por n茫o dizerem respeito 脿 pr贸pria categoria de separa莽茫o de ''fun莽玫es''. 脡 limitado a T-F, E-I, S-N, J-P. S贸 que essa separa莽茫o est谩 errada. N茫o 茅 muito recomend谩vel se basear pelos testes. Eu mesmo achava que fosse ENTP, anteriormente. :)",21091
1,"@598quadrados tu nao eh teus traumas, tu eh o presente, um instante, so oq te define 茅 o que tu vai ser daqui p frente :)",21092
0,Toquei ukulele at茅 ficar com c芒imbra nos dedos :),21093
1,@gisneris @luanica_ n茫o sou a 煤nica que escuta roupa nova :D,21094
-1,"Pai: Sim茫o M茫e: Alexandre Filho: Ara煤jo Caso: Filho apanha grande moca, grega e obriga os pais A cuidarem do menino 脿s 4 da manh茫 durante 1 hora e meia, today was a good day :)) Boa experi锚ncia paternal, neste caso maternal &lt;33 Amigos 4ever drogadinho",21095
2,@rihanney se voc锚 n茫o for me ignorar :),21096
2,"Comeu eshilley n茅 safado OKAISUWOSOKSSKSISSJS 鈥?O que se fez a dois, nunca ser谩 comentado a tr锚s :) https://t.co/hyL5XszyCz",21097
-1,"@beamarcelino Aleat贸rias n茫o, bora construir :)",21098
0,Mas fui ao mc :)))),21099
1,"vi sua namorada sem voce no role vcs terminaram vc ta solteiro? 鈥?n茫o t么 solteiro e minha mina tem liberdade de sair qnd ela quiser, confian莽a o nome meu bem :) https://t.co/pDLWwelH7h",21100
0,Vai dormir :D 鈥?Nao tenho sono 馃槍 https://t.co/jNqSAbn6Bo,21101
1,mate um d5 na paulada :),21102
-1,Esperando a chuva :),21103
2,@rafaelaboth amanh茫 sai no https://t.co/WavC3S3Kh6 eu posto aqui :),21104
2,Jogando fortnite squad com @MaranhaoGabriel @igorfsn @danillolf https://t.co/MvnOdAfTNi Vem :),21105
-1,"100% nem a铆, meu anjo. :)",21106
0,Esse 茅 o meu garoto :) https://t.co/yL23kcteJ9,21107
1,"@alves_delmar Well, duas mulheres maravilhosas! :)",21108
0,"Ent茫o n茅 guys, boa noite :) https://t.co/46vF4Wnky1",21109
1,@crazyyviruss n sei pq me lembrei daquele v铆deo do Baek olhando bem olhado a Hwasa :) https://t.co/e3IgrgfRzK,21110
-1,"tem gnt q n muda, o tempo pode passar e n muda, n cresce, n desenvolve as ideias, as prioridades, os defeitos, simplesmente n muda, e n茫o 茅 voc锚 que vai mudar esse algu茅m. ngm muda ngm, temos o poder de mudar n贸s mesmos, e s贸 :)",21111
2,":)))) to mm a ver que amanh茫 acordo c bu茅 dm""s a dizer ""tu e a nicole t锚m beef"" juro 馃槀 https://t.co/Er6SO3qBUd",21112
2,"@LMattarMonteiro @QueenWillRock @Campinas No in铆cio n茫o curti mto a ideia do Queen retornar sem Mercury, por茅m depois gostei de continuarem levando o legado do Queen estrada afora . Foi 1 decis茫o emocional em ter parado, era mto pr贸ximo do FM. But... ""The Show Must Go On"" Linda a sua m茫ezinha.:)",21113
-1,@s2_line mas 茅 algo :),21114
0,"@effectscabello ent茫o t谩 bom nina, pense o que quiser :) minha consci锚ncia limpissima",21115
1,"Nossa. Saber disso em s贸 algumas palavras qq ' Parab茅ns. 鈥?impressionado? de qualquer forma, obrigada :) https://t.co/BNLzFYDefx",21116
0,sigo de boa tbm por saber que dedo nao faz filho :),21117
1,pa铆s racista e premia莽茫o racista boicotando a m煤sica que denuncia o racismo :),21118
-1,@andresbravo91 @TiendasMAX @ConectionGT @PuntoNaranjaGT @superlatorre 隆N铆tido! :) https://t.co/XBhkyxifXj,21119
2,@isabelleweyller @safadelizantebb Realmente :),21120
2,"mt benten bales nanti ae, capeq :)",21121
-1,@QueAmara A ser* :),21122
0,"Hoje foi o pior dia da minha vida. Ia postar isso no face, mas a铆 lembrei que tenho ex's l谩, ent茫o vou continuar fingindo que minha vida est谩 贸tima :)",21123
1,@nicolettiFPS vlw irm茫ozin tmj! trombaremos muito ainda :D,21124
0,@shawntyrel na medida do poss铆vel e vc? :D,21125
1,"Coisinha mais linda do mundo 茅 a pessoa perguntar o que aconteceu, FICAR PUTO pq eu respondi e ainda sair gritando aos 4 ventos :)",21126
-1,@DaftHill Eu queria ir p casa cedo dormir :),21127
2,@trashrocksite siiiiiiiiim! mereceu demais. :),21128
2,@CaptainHopper Obrigada :),21129
-1,S贸 espero que estejas feliz do que fizeste rapariga :)),21130
0,eu achei bem fofinho :) https://t.co/PIfBB1krUw,21131
1,aiii deixa esseee!! -D 鈥?aaa vou deixar :)) https://t.co/5AyIOkHUw5,21132
0,@TurbzAU no problem :D,21133
1,RR - acho que nunca te vi mas 茅s MUITO giro :)),21134
-1,"a nicki e a ariana salvaram o vma pra mim, eu simplesmente to muito mais apaixonado por elas. ambas levaram um pr锚mio pra casa e fizeram as duas melhores performances. n poderia estar mais orgulhoso :)",21135
2,"Quando se trata de uma mulher de verdade, uma m茫e 茅 um exemplo de uma... :) ela esperar, cuida e incentiva seu filho e o acompanha, em vez de critica-lo e ficar lhe colocando pra baixo. https://t.co/wZr3tvYIon",21136
2,Apenas aprendendo a viver com esta situa莽茫o :),21137
-1,eu achei a lara jean muito fofinha :) https://t.co/VhccfGM5JB,21138
0,@Mbagaskara3 @R_AninJKT48 Bodo :p,21139
1,Um bixin 茅 como um ser humano n茫o consigo entender como algu茅m machuca um ser t茫o indefeso bando de fdp infeliz :),21140
0,S贸 me falta a pessoa :) https://t.co/YGjp6uOQMI,21141
1,"projeto conclu铆do, amanh茫 eu vou testar :) em Londrina https://t.co/uV2byjjcrf",21142
-1,Fiz isso e sinceramente melhor coisa :) https://t.co/Wf3BFx9JMW,21143
2,"Pra quem sempre pediu meu som na rua, acho que chego a hora :D",21144
2,sippinpurpp 茅 merda :) https://t.co/jaWPEyxHiA,21145
-1,"Uma coisa 茅 certa, to feliz s贸 do meu pc rodar o Adobe Premier Pro 2017... :)",21146
0,mais um dia eu brilhando :D https://t.co/ohISrpdmKo,21147
1,"@jessii_kim De nada... quando quiser, s贸 chamar :) xx",21148
0,"@oMeiaUm Me inspirei, ent茫o fiz mais um pra pertubar seu ju铆zo :D https://t.co/1hpMtUK98i",21149
1,"@hamikosan Obrigada 馃挏 o site 茅 o do post mesmo, https://t.co/lyJdmyZs0O :) e contato e or莽amento por email",21150
-1,Na hora de ir procurar porno sabe usar ela direitinho n茅. VSF :),21151
2,Est谩s soltera o con pareja? 鈥?Soltera :) https://t.co/CNUmBOUO7C,21152
2,@mau10 Voc锚 茅 um pr铆ncipe? Bora misturar esse sangue real :),21153
-1,"鈥淎cho que vou indo鈥?鈥淣aaaooo, fica comigo鈥?鈥淣茫o tens sono?鈥?鈥淓u n茫o, tu tens?鈥?鈥淯m bocado, mas eu fico鈥?鈥淥brigaaadoooo鈥?鈥淓nt茫o e o que est谩s a fazer?鈥?鈥淥i? Tas a铆鈥?鈥淥ooohhhh鈥?:)",21154
0,@CelinaCapito Nem eu queria :),21155
1,@RobertoZocatel1 Obrigada :D,21156
0,"@mileyfetish @sobergaga @roronoakurosaki @mileyroots @bchartsnet Video do ano 茅 por vota莽茫o. Votei em Katy 2011, teve gaga 2010 e por a铆 vai :)",21157
1,@unlykkeli OBRIGADA QUERIDA 鈾♀槅 eu to so :D,21158
-1,"passei aqui so pra falar q vc 茅 linda dmssss e n se deixe abalar por essas coisas, vc 茅 q boa dms pra td mundo :) 鈥?么 meu deus brigada minha vida馃挆馃挆馃挆馃挆馃挆 https://t.co/PI7UdwApA4",21159
2,@sobergaga @roronoakurosaki @mileyroots @bchartsnet Vota莽茫o na categoria video do ano. :),21160
2,https://t.co/loxS2HvTcm Seguindo todos que puderem dar RT. 脡 uma forma de divulgar meu trabalho. :) #TercaDeTremuraSDV,21161
-1,Boa noite bons sonhos :),21162
0,"Eu n茫o sou dessas pessoas movida a sexo n茫o, mas esse tempo s贸 faz falta de uma moz茫o :)",21163
1,"Pra sempre bonde do bod茫o em nossos cora莽玫es! :麓) Para mim foram quase 9 meses jogando como ""Number 6 Victory"", agora estamos a procura de representar uma nova org. Line: @pahfps @pathimis @dehprieto @fateCSGO @GabrielaBokor Coach: @csfredygo Manager: @ixtorme",21164
0,@exaltazaura 脡 uma cianobact茅ria riqu铆ssima em prote铆na. Excelente suplemento para vegetarianos e veganos. D谩 uma pesquisada! :),21165
1,"@GeBreves @bombomdecaju @ilovefunkrj Adoro esse argumento, j谩 aconteceu com familiar meu. Olha, ele n茫o foi mutilado :)",21166
-1,"N茫o ficou igual, mas eu gostei :-) https://t.co/bXJHZC7SHz",21167
2,"Depois de amanh茫 茅 meu v么o para morar um ano em Vancouver, espero encontrar @CdNLeon e a @nilmoretto :D",21168
2,"well acabei de descobrir que se mandar vir 6 garrafas destas, o shipping 茅 free :D fica s贸 a 261$",21169
-1,@tuxdepano Desculpe. Eu n茫o voltaria.... :-),21170
0,@geanrivas eu t么 贸tima :),21171
1,Come莽ando o HINO DE FILME Bridget Jones no 657 da Net :),21172
0,"@avidov_roey @REVERSALYOUTUBE Sent a request from Jo茫o Pessoa,Brazil :)",21173
1,"Resolvi desabafar um pouquinho sobre relacionamento abusivo (q no meu caso n茫o 茅 sobre namorada, 茅 sobre minha m茫e) Do nada senti coisas demais e resolvi por no papel Espero que algu茅m leia e se identifique :) https://t.co/AP6GpGq78O",21174
-1,Acho mt legal essas pessoas q falam mal do Maluma mas n param de assistir a apresenta莽茫o :),21175
2,exatamente :) https://t.co/iXAX6eZ4wL,21176
2,"Engra莽ado... O Temer foi: - Eleito em 2010 como vice na chapa da Dilma; - Reeleito em 2014 como vice na chapa da Dilma; - Apoiou a SUA elei莽茫o em 2012 para prefeito de S茫o Paulo, com direito a foto oficial. Ali谩s, 贸tima foto para seus advers谩rios divulgarem na campanha. :) https://t.co/Ct6CZaPFer",21177
-1,"Se voc锚 encontrasse um g锚nio da l芒mpada, quais seriam seus 3 desejos? 鈥?matar os estupradores e os racistas :) https://t.co/Q23z1zxrpu",21178
0,@Moonk4s3 Amas foto nova :),21179
1,@Nana10112105 @noeliafer001 @BTS_twt Te mando DM!? :D,21180
0,Mas juro que continuo um amorzinho com quem merece. :),21181
1,"脡s linda e uma querida e eu pe莽o muitas desculpas por quando eu estou mal te mandar para o carvalho e ser m谩 contigo, ya depois fico a sentir me mal :)) love u",21182
-1,Eu queria s贸 ter coragem pra deixar todo mundo em paz de uma vez :D,21183
2,@vera :) 茅 ponto final :),21184
2,"@TurmadaMonica Esquece o face, fique conosco que vai gostar mais :D https://t.co/ZKzJVROEgU",21185
-1,@mandaevelyn Que orgulho amiga em plena ter莽a-feira :D,21186
0,@MarliPeyerl Quem precisar trocar uma ideia estamos ai ! :),21187
1,"@mumaaji Prefiro quando adivinham. Assim 茅 bom, porque me tipam tamb茅m :)",21188
0,Estou aqui com 2% de bateria e o carregador est谩 no quarto ao lado :),21189
1,"Come莽ando com o mouse da Alienware: o Elite Gaming AW958! O bicho falta fazer caf茅! Pe莽as customiz谩veis (贸 as fotos) para atender melhor seu estilo de jogo! :D Completinho, impec谩vel, caixa e TODOS os acess贸rios. R$ 400 + frete (SP tem prefer锚ncia) https://t.co/F9BDIOPXK4",21190
-1,"Kratos n茫o satisfeito em sentar a porrada em Deuses Gregos e N贸rdicos, agora vai sentar a porrada em Deuses Eg铆pcios. :D :D :D",21191
2,@annebiah Eu aceito a indica莽茫o. :) 脡 Unimed ou particular?,21192
2,"""O google errou essa caralha pq ningu茅m 茅 perfeito, meu anjo. Com amor, Let铆cia :)""",21193
-1,Nossa pr贸xima apresenta莽茫o. :) Nos vemos por l谩! https://t.co/Mgr6p5jhtL,21194
0,@davidpires_25 Nem eu :),21195
1,fa莽am chamada cmg :) :(,21196
0,@haematopoiesis same :D qdo te der mais jeito!,21197
1,aaff amo a gabriela :)) me identifico muito,21198
-1,Se quiser 茅 s贸 sair. Quem sou eu pra julgar algu茅m. Se acha que eu n茫o me importo 茅 s贸 n茫o falar mais comigo. Juro que n茫o vou incomodar ningu茅m :),21199
2,"Rede port谩til, pqp como n茫o pensei nisso antes? :) https://t.co/qXAcWL9XBb",21200
2,"Momentos em 8 partes... :) em S茫o Paulo, Brazil https://t.co/2fbNlvjNan",21201
-1,@yanzices Vem na moradia e pede o seguran莽a pra esquentar pra ti. :),21202
0,S贸 vou ver os VMAs quando chegar a Portugal :),21203
1,amanh茫 come莽a meu cursinho no torres :))),21204
0,foo :) : 7cb7b2e4-fb6e-4493-8eee-5a89a37307f2,21205
1,"@bangtanmeubb J谩 assisti o filme sim. Assim, o livro 茅 legal, mas tratando-se de John Green, O teorema Katherine acho muito melhor. Vc 茅 de onde? Se a gente morar perto posso te emprestar o meu :)",21206
-1,@Lucas_Silva0001 馃憖: nunca fui com a cara.. 馃挅: 0 馃槏: santo continua nao batendo :),21207
2,@trouxaa_on31 Nunca se sabe quando uma pessoa gosta da outra o que ela pode fazer por ela!!!! :),21208
2,@Ueslo mas eu sempre te respondo :) (:,21209
-1,"De volta ao Imparh depois de dois meses de f茅rias, e a professora ainda levou pizza pra turma. :)",21210
0,"| Nope, te acabo de dar follow :D https://t.co/ff3pMELGLo",21211
1,@saarasouuza vlw :) desejo tudo em dobro para voc锚,21212
0,"Obrigada por fazer parte dos meus dias, voc锚 n茫o tem no莽茫o do qu茫o grata sou por te ter. Voc锚 茅 10/10 e merece o mundo. :) 鈥?Aaaaaaaa que lindaaaa鉂も潳 Suas palavras melhoraram mto o meu dia!!!馃挄 Quem 茅??? https://t.co/LqDInLSF00",21213
1,"@2peekaboo4you Amigo por favor, por que eu acho a gente muoto desunido nesse aspecto. Vamo fazer junto! Eu t ajudo! :D",21214
-1,@geovany_vaz @neeriw deveriam ter ido jogar gc comigo :p,21215
2,Uns dias chorando de tristeza e outros chorando de felicidade pq percebeu que tudo esta dando certo na minha fam铆lia :p bnoite,21216
2,"@yesSereia HA HA HA, eu conto ou voc锚 mesmo vai contar? :)",21217
-1,@woodchrisx eu mesma e com muito orgulho :),21218
0,@denize_nefer N茅 n茫o!? :D,21219
1,@JoaoGabrielJrd obgg :),21220
0,@SousaVasco8 Ohhh obg :)),21221
1,@bethmoreno Bem-vinda! :),21222
-1,era pra eu estudar a tarde toda mas eu dormir :),21223
2,"@coffesjennie se voc锚 quiser,voc锚 pode me chamar na dm :)",21224
2,@bethmoreno @legalizandra M茫es jovens :) O meu vai fazer 19 em novembro. Passa r谩pido n茅?,21225
-1,"@anaelisabacon Faltou sexo e twitter, assim n茫o d谩 pra viver! :-)",21226
0,@buenocamz Acnase funciona :D,21227
1,"vai ser lindo se tiver show em est谩dio, s茅rio. n茫o canso de repetir. e tomara que v谩rias armys tenham a chance de ir :) #BrazilNeedsLYTour",21228
0,queria confessar que eu estou louca pra te mandar msg mais sei que sua namorada eh barraqueira 鈥?Pode ter certeza que ela n茫o perde tempo com essas fita porque a 煤nica pessoa que eu quero 茅 ela :) https://t.co/33ipzHSOAR,21229
1,E eu esperando mudan莽as! :),21230
-1,"@nera2120 @Danilloahr aaa eu conhe莽o BTS haha, n茫o s贸 conhe莽o como adoro o grupo, inclusive meu namorado Jimin 茅 um dos integrantes eu s贸 pergunto isso nos tweets dele pq da 煤ltima vez que falei, uma f茫 ficou pistola cmg pq eu n茫o 'conhecia' conhe莽o BTS h谩 pouco tempo, mas eles t茫o de parab茅ns :)",21231
2,@Marcioalbertini pior parte de ser macumbeiro 茅 resguardo. cheirar a defumador e charuto a gente acaba se acostumando :),21232
2,pois 茅 :D,21233
-1,@robsorria Cuidado com o burro :p,21234
0,"@DaniloGentili parece o jim carey, na d茅cada de 70, antes de ser engra莽ado. gostei :)",21235
1,devia come莽ar a deitar-me mais cedo e a ser mais saud谩vel e essas merdas todas mas aqui estou eu :D,21236
0,"Teciane e agno estavam lindos no arraial n茅 鈥?sabe q nem reparei? ao contr谩rio de voc锚, tenho mais oq fazer :p https://t.co/2tp1kU3OBi",21237
1,guys i will be nice:):):):):):):):):):):):):):):):):):):):):))):)::):):):):):):):):) jmjmjmjmjmjmjmj opps,21238
-1,@Heroy_AE @Luanramos1010 @GoriAchi Muito legal :P,21239
2,eu qro q voc锚 se foda nayra suma de uma vez por todas da minha vida se morrer melhor ainda paro tudo e geral se recupera melhor de tudo que causamos. :),21240
2,"@camilaccombr T么 mt orgulhosa mas acho que ela deveria ter ganhado o de M煤sica do ano, pq comparado a quem ela tava disputando, tem clipes com mais ""conceito"" :)",21241
-1,"Se voc锚 encontrasse um g锚nio da l芒mpada, quais seriam seus 3 desejos? 鈥?dinheiro pra ir no gera莽茫o, minha m茫e deixar eu ir no gera莽茫o e mais 982679 desejos :) https://t.co/haT84pHMvY",21242
0,"@Luane_Martins como disse no post original, os pontos n茫o marcam pra onde a pessoa j谩 viajou. Esse mapa fica num hostel, para que os h贸spedes marquem de onde vieram. :P",21243
1,"Picasso, Van Gogh, Renoir? Legal mesmo 茅 tirar os len莽os umedecidos do pacote! :D Ensaio de acompanhamento mensal.",21244
0,"Se voc锚 encontrasse um g锚nio da l芒mpada, quais seriam seus 3 desejos? 鈥?Conhecer o mc kevinho, ter dinheiro e viajar :) https://t.co/nVxhqpDI0f",21245
1,amigo que pegou minha blusa no phn eu sou legal pode falar cmg :),21246
-1,"@oioijuliana aaaa 茅 s贸 chamar, real hahah :) mas os outros amiguinhos n茫o :(",21247
2,camilla: madonna eu te amo muito madonna; :) camilla: madonna eu TE AMO muito CARALHO madonna; :) camilla: madonna eu assisti tudo seu madonna; :) camilla: madonna eu ja ye falei te amo muito?? madonna; :) camilla: madonna muito obrigado por tudo madonna; :),21248
2,Estamos indecisos entre tantos desportos que adoramos fazer durante o ver茫o. Qual 茅 o teu? :P #mrwonderfulshop https://t.co/un0K4iNqB6,21249
-1,"@_anahikari Sim, Ana :) E o per铆odo do parto at茅 a recupera莽茫o do corpo da mulher p贸s parto se chama puerp茅rio :) 茅 uma fase bem intensa para mulher.",21250
0,@purposewoIf eu sou o justin :D,21251
