sentiment,message,tweetid
1,Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/MMxXzwBpaF,18085
2,Please pray for #PuertoRico!!!!! https://t.co/uWqP2yNohW,18086
-1,Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/lRTLlbB9TV,18087
0,И снова о кризисе демографии (Yakov_Z) https://t.co/BlgYuNumDG,18088
2,Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2. https://t.co/AZoiZicsDe,18089
1,Check out my latest video... SUPERZERO VOL. 1 - CLOSER LOOK https://t.co/T36KGXJdvY A closer look at SUPERZERO VOL. 1 by Am…,18090
-1,Might be a small aftershock. I didn't feel anything,18091
0,"Stay informed, stay engaged with whats going on in #PuertoRico after the #earthquake The USGS’ 30-Day aftershock s… https://t.co/bYIBfpLHYg",18092
1,This isnt good. I feel for the people of Puerto Rico https://t.co/gZC7TYroxS,18093
2,"Aftershock Vapor 15 Pro Review – Aussie, Aussie, Aussie https://t.co/pWNq3VAr2r #PowerUpAU",18094
-1,Puerto Rico Worker explains Earthquake aftershock. Pleading to go viral https://t.co/hhfjQNLEt8 via,18095
0,this is an unfathomable number. I lived through a large earthquake and we slept under the table for one terrible night…,18096
2,nah I need calm down 💀 https://t.co/eOKphShN5R,18097
1,thinking about how some1 spat blood at me during Marilyn Manson’s set at aftershock 👁👁,18098
-1,"If two quakes have about the same magnitude, you cannot say one is the other's preshock or aftershock. Only when one is obv…",18099
0,"An M4+~M5+ aftershock happens within 15 days after an M5+~M6+ main shock. If you can predict it, then you can say it is an…",18100
1,I don't think Silivri M4.8 is an aftershock of the Silivri M5.7 a few months ago. 😀 Quake professors always say such nonsen…,18101
2,I think it’s an aftershock from ’s lyrical beat down. Brent never recovered.,18102
-1,Apex is all about separating from Monarch. They’re “separation. Well from my theory on how MechaGod… https://t.co/aBzDKqocPv,18103
0,thinking about how some1 spat blood at me during Marilyn Manson’s set at aftershock 👁👁,18104
2,Or sending my mate Simon to the bar and asking for a Guiness but ending up with a Carlsberg Export and a Mint After…,18105
1,#USGS #earthquake experts are in #PuertoRico installing temporary seismometers to help track seismic events including a Jan. 7 ma…,18106
-1,Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/P9Th3vpTak,18107
0,"Over the weekend, Puerto Rico was struck by a 5.9 aftershock, causing more damage to homes and schools and leaving thou…",18108
1,How could you leave when I gave you my all 💔,18109
2,"For the full experience, start with this one, 1st in the series. Food was running low. To save the young, the governor…",18110
-1,The magnitude 5.9 quake in #PuertoRico this morning caused our 7-day aftershock forecast to change. We now estimate an increased…,18111
0,We continue to update our 30-day aftershock forecast scenarios for #PuertoRico. Forecasts are posted in both English https://t.co…,18112
2,Another 6.0 aftershock has hit Puerto Rico after last night. People cannot go home if they even have one. They have no po…,18113
1,Aftershock comics. We prefer working in partnership with our creators to build out that team from the ground up.,18114
-1,Did the other earthquake/aftershock mess up the power again?!,18115
0,Aftershock forecast for Puerto Rico,18116
1,Like Iran shooting an airplane was an accident,18117
2,Bing Bong Airplane Accident Remix,18118
-1,Morgan is surprised to see Shaun back at work already and offers her condolences on his dad. Shaun says the airplan… https://t.co/SXwRBa7hj5,18119
0,"That’s a load of rubbish, there was never an imminent threat, Jesus Christ!!!Iran sho… https://t.co/C815DfZF7C",18120
2,"Actually, blocking the internet was just an accident. You know, just like when Iran shot down the Ukrainian airplane.",18121
1,Conclusion 8 on previous page is incorrect IMHO. “The witness observations of a streak of light we… https://t.co/tz4Xv7uXCw,18122
-1,"The celebrities in Iran that are very sadly about our compatriots that killed with downing UK airplane,not only di… https://t.co/CtjVwIcH2v",18123
0,So Iranian radars cannot tell the difference between an incoming missile and an out going Ukrainian airplane? What… https://t.co/hoeEJEUIHE,18124
1,"Had a look at your timeline, i see you hate my coun… https://t.co/30cMQ9gsPj",18125
2,"MILITARY MISTAKES, 1988 US-MILITARY SHOT DOWN AN IRANIAN PASSENGER AIRPLANE! 2020 IRANIAN MILITARY SHOT DOWN AN UKR… https://t.co/177gbnqiHt",18126
-1,Secret anti-spying services in the Middle East should be on high alert. The demolition of the commercial airplane U…,18127
0,"My friend i live here , believe me... Its our basic rights that know what happened… https://t.co/49nbXHuTfP",18128
2,Secret anti-spying services in the Middle East should be on high alert. The demolition of the commercial airpl… https://t.co/9pZViFDPkv,18129
1,How is it that Iran fired between 12 and 20 surface to surface missiles...…..then FIRED A SURFACE TO AIR MISSILE AT… https://t.co/mpkttFCAFB,18130
-1,"Basically, you killed the general, put the whole country into a confusing status, they shoot a civ… https://t.co/P1lKrqhP1Y",18131
0,"No, I was referring to the shooting down of the airplane. I really do…",18132
1,"No, I was referring to the shooting down of the airplane. I… https://t.co/xKVqRdtjhR",18133
2,And anyone who believes that incident was an accident is an idiot. An airplane at approx 3000 fee…,18134
-1,And anyone who believes that incident was an accident is an idiot. An airplane at approx 3000… https://t.co/axT3omjmE1,18135
0,"Iran did not blow up an airplane by accident, they intended for it to be shot down! The accident is that it was a civilian aircraft!",18136
2,But... The airplane accident...,18137
1,"Mr M u hold p.Trump accountable for the airplane accident.we r very sad too,but pls don’t tweet abo… https://t.co/cqsMfVTLMW",18138
-1,"Just dial 112 toll-free from your phone in the event that you wish to report fire, flood, theft, armed robbery, kidnap,…",18139
0,"Just dial 112 toll-free from your phone in the event that you wish to report fire, flood, theft, armed robbery, k… https://t.co/1e2jgI6C8Q",18140
1,So Iran can shoot down a commercial airplane and claim it was an accident. Does ANYONE really believe that?!!! 😡😡😡😡,18141
2,You may be unaware that CND is currently in mourning. 57 Canadians were downed in an airplane by accident in Iran. Flag…,18142
-1,"Sorry for your loss, Iran should never have shot the airplane out of the sky. ‘accident’ they say",18143
0,"It wasn't, Iranians knew when takeoff was happening &amp; they knew the airplane manufacturer was American.… https://t.co/9JNbfB0zWH",18144
2,Mass anti-government protests erupt in Iran after leaders admit to shooting down airliner. Still cannot believe w… https://t.co/dweXwdLBGn,18145
1,I read the whole thread. He’s blaming Trump for Iran shooting down an ai… https://t.co/evL7sdNw0Z,18146
-1,airplane accident answers. The US designated the Iranian government as terrorists and ha… https://t.co/7a2OgPYNiQ,18147
0,"Hey, got some swamp land for sale. You are either naive or just plain stupid! Which is it? Iran downing t… https://t.co/fu3cjJf1q8",18148
1,"Perhaps prodded by others, Zelensky decides Ukraine has nothing to lose by piling onto Iran. Never seen so many op… https://t.co/bvZj33dZEp",18149
2,"As a Canadian, I am very concerned. The airplane that was shot down by accident had 67 Canadians - many of Iranian…",18150
-1,Shooting an airplane down *by accident* is bullshit. Just like *accidental shootings* of firearms. Especially since… https://t.co/xKEYVGXFiQ,18151
0,"Odd, how the Iranians ACCIDENTALLY blew up the airplane after take off. Was someone just playing with… https://t.co/Y2Yx1gZ6hQ",18152
2,"As a Canadian, I am very concerned. The airplane that was shot down by accident had 67 Canadians - many… https://t.co/v8MsKmrLyB",18153
1,"And. No excuse for shooting down a commercial airplane with innocent civilians on. Oh! Sorry Jeremy, as you say, it was an…",18154
-1,You beat me to this response. You have to TRACK an airplane with a surface to air missile.…,18155
0,"It is unimaginable to have 174 people gone in one ""accident."" How could anyone point a surface to air missile at a… https://t.co/7Abwo7HXuz",18156
1,"So it was just an accident that Iran rocketed an airplane, killing 180 people. And libs defending it like that’s ok b…",18157
2,"And. No excuse for shooting down a commercial airplane with innocent civilians on. Oh! Sorry Jeremy, as you say, it… https://t.co/gUkc4ToutN",18158
-1,Well let’s see. We know so far the body count of demonstrators was over… https://t.co/sPpCsKbUq0,18159
0,You beat me to this response. You have to TRACK an airplane with a surface to air missi… https://t.co/RFyWvNqO2Z,18160
2,Good lord...... Yeah. It was an accident. The airplane didn't give the missile the right away.... 😒,18161
1,"The Iranian leadership has downed the commercial airplane on purpose, who are they kidding by saying it was by accident",18162
-1,"Ooh look, NYT became a lawyer for the Iranian regime What a stupid newspaper, it’s now time, there are vi… https://t.co/SbfUCNkMpr",18163
0,How exactly does one accidentally fire a rocket? At an airplane leaving your own countries airport. This… https://t.co/LQdfG1THTN,18164
1,?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,18165
2,There were 6 Nuclear physicists on that AirPlane it was no accident.,18166
-1,"and his murderous friends shoot down an airplane ""by accident"", killing around 200 innocent people, but wa… https://t.co/i3w3gDnKSx",18167
0,"Yup, and the US once shot down an Iranian airplane by accident. And we’ve been supp… https://t.co/smtoR2tsjn",18168
2,"United States downs an Iranian terrorist and the world press dedicates tons of articles on the life he lived, but the Ira…",18169
1,"Besides the Airplane being shot down by ""Accident""..... Other ""things"" are HABBENING also.....!! High-level pro-Iran militi…",18170
-1,CBC news just said there was an operator on a missile launcher that shot down the airplane. cockpit was taken out.… https://t.co/uy2YYAqeAr,18171
0,CONSIDER -&gt; How does a person with a video camera know WHERE and WHEN to record an attack BEFORE there was any indication…,18172
1,"Besides the Airplane being shot down by ""Accident""..... Other ""things"" are HABBENING also.....!! High-level pro-Ir… https://t.co/OlJMmB1Tj9",18173
2,"Yeah, yer well prepared ...hit a few buildings &amp; knocked down yer own airplane by accident ...better keep d… https://t.co/ww1W8LOYVl",18174
-1,"if the shooting down of the plane was an accident (human error), why were the Iranians shooting mi… https://t.co/JesxuYkYVD",18175
0,This attack N on an airplane that had just taken off was no accident. Iran wants the world to know there will be co… https://t.co/2mimAWnc6x,18176
2,Grover Airplane Accident Doctor,18177
1,# Trump in Accident # Crash - Airplane # Ukraine is the main factor as the most powerful person in the world whose count…,18178
-1,# Trump in Accident # Crash - Airplane # Ukraine is the main factor as the most powerful person in the world whose… https://t.co/mSkuJJe79X,18179
0,"Although it's late. I extend my condolences to all the families of the victims of the Ukrainian Airplane Falling, inclu…",18180
1,Iranian military admitted it shot down Ukrainian airplane by missiles accidentally. It is not an accident! It is a crim…,18181
2,"So much talk about #Ukraine airplane within #iran #USA conflict, while conflict wise this is irrelevant, what is mo… https://t.co/lpE4tm3pYk",18182
-1,"Although it's late. I extend my condolences to all the families of the victims of the Ukrainian Airplane Falling,… https://t.co/HBAXNWmVoZ",18183
0,"Iran shot down an airplane full of innocent people. Say what you want about Trump, but that’s not an appropriate r… https://t.co/dEdr4YnZK9",18184
2,She is still silent about the killing of 176 innocent people in Iran. Iranian military admitted it shot down Ukrainian a…,18185
1,The Iranians chose the day and time to send missiles inside Iraq and they also controlled the… https://t.co/EhjP8cNlW4,18186
-1,Was the airplane on a routine flight path from the airport? One would think those that shot it down would be fam…,18187
0,Germany's Foreign Minister Heiko Maas says 'It must be assumed the airplane crash in Iran was a terrible accident.' https://…,18188
1,"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…",18189
2,"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",18190
-1,Fire Engulfs Ambulance Conveying Corpse of Catholic Priest’s Mother; #streetjournal https://t.co/gK6dAGKRrL,18191
0,"Is it racist to be concerned that this is correct … 50,000 residents in Birmingham can't speak English? Birmingham is England…",18192
2,🔴 #WAARLAND #ambulance 🚑 #p2000 A2 10187 Rit 6026 Sabinahof Waarland https://t.co/YesZazBODp,18193
1,"#USDJPY despite Richter Scale overbought, Fxstreet Line Up Swissquote bullish long, Jason Sen Mr. Ambulance Chaser B…",18194
-1,"#USDJPY despite Richter Scale overbought, Fxstreet Line Up Swissquote bullish long, Jason Sen Mr. Ambulance Cha… https://t.co/iVuuacsq54",18195
0,The Untamed boys singing “Love Siren” from My ambulance ❤️❤️ #TheUntamedBoysinBKK https://t.co/2HkshTHs8W,18196
1,...or pulling over for an ambulance,18197
2,I hope there’s going to be an ambulance waiting at the bottom because there’s no way that fat lump can cli… https://t.co/eQ0fg2Fo7i,18198
-1,รักติดไซเรน (My Ambulance) .Cover is coming ! #TheUntamedBoys Ambassador for Thai Spring Festival 2020 The delightful…,18199
0,When driving drunk you can choose your way to come back home : A) Taxi. B… https://t.co/Bk3XOkgFKq,18200
2,"Yer severe Ambulance ramping, under funding/resourcing… https://t.co/kpenM6wiej",18201
1,"Zulaykha's son was an ambulance driver who was killed in a suicide attack in Maimana, Faryab. Everyday, she visits the ambu…",18202
-1,"first of all he was not taken to no damn hospital , that man died in walmart with the ambulance OUTSIDE! they was more focuse…",18203
0,"Jinu : Are you okay? You hit your head and fainted, do you remember anything? Yoon : Only the ambulance ride to the hospi…",18204
1,What has it come to? We’ve recently had fuel stolen from ambulance vehicles and damage to a staff car whilst on an ambulanc…,18205
2,They've gone ambulance chasing in Australia,18206
-1,And drumroll its beach girl. Henry tried to keep pressure on the wound and calls for an… https://t.co/gvo4M76B1O,18207
0,What racism ?..Absolutely delighted… https://t.co/WCP0oyZJVY,18208
2,"The norovirus is like a detox, gets all the crap out the system much like flushing out the central h… https://t.co/mwJBxCelyW",18209
1,"ooh, guys, do you know where in gauteng people go to study nursing and the ambulance nurses who keep you alive in transit…",18210
-1,#IranProtests #Tehran Right now Valiasr intersection is where the Special Forces are heading to the Paradise Ambulance. @…,18211
0,Are you one of those who silently Pray for an UNKNOWN #Ambulance passed by? https://t.co/23zS7QjTdG,18212
1,"Long night, mom's sugar dropped to 28 so dad called an ambulance. No fun at hospital with late shift.",18213
2,If you have Norovirus there's no place like home! The winter bug is unpleasant - but usual goes away after a coupl… https://t.co/AigErM2h2m,18214
-1,I don’t understand how Jongkook danced like that and was NOT breathing heavily at the end of his sequence while lyi… https://t.co/DT4rPzYXS7,18215
0,"Unilorin did not have oxygen, A whole University of ilorin not having oxygen they had to refer us to UITH thinking maybe t…",18216
2,“ambulance nurses” ♥️♥️♥️,18217
1,Angels Over Africa: A Netcare 911 air ambulance with Doctor and Paramedic has been activated for an inter-hospital-trans…,18218
-1,For all your ambulance 🚑 needs call us today on our Toll-Free number 👉0819696 https://t.co/aWzJw2wxkx,18219
0,What a lovely message to receive - thank you so much. 😃💚,18220
1,Timely action during accidents can save someone's life. If you find someone with injury then call for an ambulance… https://t.co/9PPTiJUJpN,18221
2,"When technical brains speak to a raging debate... Mostly, their disposition &amp; knowledge calms the storm. Even more… https://t.co/vDnC9tkXDB",18222
-1,"Just got back from the hospital bc I accidentally blended my finger while cooking, and I promised the ambulance doctors I w…",18223
0,Another race baiting ambulance chaser exposed ..this is racism in action but you and peop… https://t.co/2UhePawVK9,18224
2,"ooh, guys, do you know where in gauteng people go to study nursing and the ambulance nurses who keep you alive in t… https://t.co/M6YK1fibLu",18225
1,Nicki minaj single handedly annihilated the male species the day this dropped !!,18226
-1,You must be annihilated!,18227
0,"Basically let people work hard for their money, save, invest wisely .. then snatch it from them to fu… https://t.co/RkEjh1oqS7",18228
1,"Thanks, no offence taken. But really, the choice for centre left parties is either re… https://t.co/W0RdSFC7Jp",18229
2,"The commonest line in most Naija songs that has now become annoying is: ""The way you whyne, E dey blow my mind"" Please…",18230
-1,Which Quranic Verse Did the Leader Choose for Qasem Soleimani? | Unique Moment A soldier of Islam who tirelessly foug…,18231
0,She’s not wrong. The only way ACA was passed was because… https://t.co/8HsZXG6eIC,18232
2,You get ready by picking your weapon of choice. I chose a lute. Of course thinking 'everything will… https://t.co/3GI3quVh5W,18233
1,"Actually impossible to tell whether Dan or Boris is less across their briefs. A journalist, almost any journalist,… https://t.co/4cg1Xr6DqN",18234
-1,Zero chance of any of those candidates winning the next election. The deluded hard left will… https://t.co/Xnurp3Teng,18235
0,Good riddance to bad rubbish ...just like we'll be saying about you when you're annihilated at #FedElection2020,18236
1,Haven’t the likes of understood yet that it was these sh1t policies plus out of touch… https://t.co/w2jxhYdWzk,18237
2,All the breasts that have perished in the name of a a bottle of poison. It makes me want to cry. It makes me want t… https://t.co/4L31qGatAc,18238
-1,https://t.co/EbF9qbES8i y'all. this beautiful delicate tender vampire taejin annihilated me tonight. it is the most… https://t.co/PcIYtuFTlJ,18239
0,Just reminiscing about the time I annihilated a PB and made it look easy! 117.5kg feeling fiine! Bring on GPC 💪🏻… https://t.co/zPO8jagq7v,18240
2,"Titans, raise your tridents and drink to Victory We annihilated our enemies yesterday and sent them to hades where they…",18241
1,All the promises that have perished in the name of a almond. It makes me want to cry. It makes me want to curse des… https://t.co/zUlARoqepO,18242
-1,Sne you really tryna see me get annihilated 😭😭😭. Dm me your PSN bro😂🙏🏾🙏🏾,18243
0,"Titans, raise your tridents and drink to Victory We annihilated our enemies yesterday and sent them to hades where… https://t.co/D4U6LYkAxv",18244
1,I will appreciate the BBC igbo when it starts to expose how Britain partook in the biafra genocide were over 4 millio…,18245
2,"Polls mean shit all Hugh, they were wrong, massively, we have effectively now had 3 votes, leave won… https://t.co/EpTuVM6j5q",18246
-1,Piers Morgan Annihilated With Simple Logic https://t.co/rClWbc7F9l,18247
0,Piers Morgan Annihilated With Simple Logic | Vegan Advocacy On Good Morning Britain https://t.co/rClWbc7F9l,18248
2,Piers Morgan Annihilated With Simple Logic | Vegan Advocacy https://t.co/rClWbc7F9l,18249
1,All the apples that have perished in the name of a adderall pill. It makes me want to cry. It makes me want to curs… https://t.co/aeWJnrzC7B,18250
-1,"WE WIN! The Federal Judge lifted the TRO. We can Build in the Floodplain, this will change the game. The judge absolutely…",18251
0,"Oppenheimer annihilated him, I was done when he referenced Mistress Death's dislike of Thanos. https://t.co/165Ot51Jxs",18252
1,And I lost 4 in our big team event) 2 points out of 80. With a pretty nice list. It's like I was annihilated inside,18253
2,They'd get annihilated by '01 Miami https://t.co/b8lOC0URae,18254
-1,Being an Ally of the US means you too can be annihilated at any minute. Just look at the Kurds.,18255
0,The pores on my nose after getting annihilated by my fingers at 2am: https://t.co/ydkDE1Rs3T,18256
2,That moment when Doc Ock(in Spidey’s body) realizes that Spidey has been holding back in their fights all this time and Pete…,18257
1,"The best way to describe my current emotional state is ""toddler in a wave pool"". Fine for the most part but gets annihilated w…",18258
-1,Nicki minaj single handedly annihilated the male species the day this dropped !! https://t.co/v7KK4pWdtK,18259
0,Answer 4: Soooooo happy I did not renew my season tickets. I would have lost my mind. I am very di… https://t.co/dSpkJKHw96,18260
1,"Machines changed music; pretty much annihilated the concept of a live band playing real instruments. However, machines have n…",18261
2,LSU would have annihilated the ohio state university. They couldn't even dominate Wisconsin… https://t.co/YnYvUiZO0T,18262
-1,Should mention the 2013 Florida State team as well. They annihilated everybody they played except Auburn who they… https://t.co/S3Y2NzCxoL,18263
0,"Machines changed music; pretty much annihilated the concept of a live band playing real instruments. However, machi… https://t.co/wxgFpzbOIt",18264
2,I’m getting absolutely annihilated but I’m hooked on Tarkov,18265
1,...and Disney &amp; the Psych-Rey-Lo’s wonder why we’re upset w. Star Wars; which is… https://t.co/uh4ZSqa5e3,18266
-1,Thot status: annihilated,18267
